case_id,source_file,pair_id,pair_type,kind_hint,target_vitals,direction_accuracy,normalized_l2,num_target_vitals,num_missing_predictions,missing_predictions,direction_match,before_vitals,target_vitals_values,predicted_vitals,rule_prediction_vitals,llm_adjustments,llm_raw_response,llm_parse_error,llm_api_error,model
aortic_dissection,transitions/Cardiology/Aortic Dissection.json,p5,time_progression,no_action,"[""HR"", ""BP_sys"", ""BP_dia""]",1.0,9.937303457175895,3,0,"{""BP_dia"": false, ""BP_sys"": false, ""HR"": false}","{""BP_dia"": true, ""BP_sys"": true, ""HR"": true}","{""BP_dia"": 100, ""BP_sys"": 210, ""HR"": 110, ""O2Sat"": 99, ""RR"": 20, ""T"": 36.5}","{""BP_dia"": 60, ""BP_sys"": 90, ""HR"": 50}","{""BP_dia"": 85, ""BP_sys"": 175, ""HR"": 95, ""O2Sat"": 99, ""RR"": 20, ""T"": 36.5}","{""BP_dia"": 100, ""BP_sys"": 210, ""HR"": 110, ""O2Sat"": 99, ""RR"": 20, ""T"": 36.5}","{""BP_dia"": -15, ""BP_sys"": -35, ""HR"": -15, ""O2Sat"": null, ""RR"": null, ""T"": null}","{""adjustments"":{""BP_dia"":-15,""BP_sys"":-35,""HR"":-15}}",,,gpt-5.5
aortic_dissection,transitions/Cardiology/Aortic Dissection.json,p6,physiology_response,fluid_bolus,"[""BP_sys"", ""BP_dia""]",1.0,0.223606797749979,2,0,"{""BP_dia"": false, ""BP_sys"": false}","{""BP_dia"": true, ""BP_sys"": true}","{""BP_dia"": 60, ""BP_sys"": 90, ""HR"": 50, ""O2Sat"": null, ""RR"": null, ""T"": null}","{""BP_dia"": 65, ""BP_sys"": 100}","{""BP_dia"": 64, ""BP_sys"": 98, ""HR"": 50, ""O2Sat"": null, ""RR"": null, ""T"": null}","{""BP_dia"": 64, ""BP_sys"": 98, ""HR"": 50, ""O2Sat"": null, ""RR"": null, ""T"": null}","{""BP_dia"": null, ""BP_sys"": null, ""HR"": null, ""O2Sat"": null, ""RR"": null, ""T"": null}","{""adjustments"":{""BP_dia"":null,""BP_sys"":null}}",,,gpt-5.5
aortic_dissection,transitions/Cardiology/Aortic Dissection.json,p7,time_progression,no_action,"[""HR"", ""BP_sys"", ""BP_dia"", ""RR""]",0.25,3.391164991562634,4,0,"{""BP_dia"": false, ""BP_sys"": false, ""HR"": false, ""RR"": false}","{""BP_dia"": false, ""BP_sys"": true, ""HR"": false, ""RR"": false}","{""BP_dia"": 60, ""BP_sys"": 90, ""HR"": 50, ""O2Sat"": null, ""RR"": 20, ""T"": null}","{""BP_dia"": 30, ""BP_sys"": 70, ""HR"": 40, ""RR"": 12}","{""BP_dia"": 55, ""BP_sys"": 80, ""HR"": 45, ""O2Sat"": null, ""RR"": 22, ""T"": null}","{""BP_dia"": 60, ""BP_sys"": 90, ""HR"": 50, ""O2Sat"": null, ""RR"": 20, ""T"": null}","{""BP_dia"": -5, ""BP_sys"": -10, ""HR"": -5, ""O2Sat"": null, ""RR"": 2, ""T"": null}","{""adjustments"":{""BP_dia"":-5,""BP_sys"":-10,""HR"":-5,""RR"":2}}",,,gpt-5.5
aortic_dissection,transitions/Cardiology/Aortic Dissection.json,p8,physiology_response,vasopressor,"[""BP_sys"", ""BP_dia""]",1.0,1.3,2,0,"{""BP_dia"": false, ""BP_sys"": false}","{""BP_dia"": true, ""BP_sys"": true}","{""BP_dia"": 30, ""BP_sys"": 70, ""HR"": 40, ""O2Sat"": null, ""RR"": 12, ""T"": null}","{""BP_dia"": 50, ""BP_sys"": 90}","{""BP_dia"": 38, ""BP_sys"": 85, ""HR"": 40, ""O2Sat"": null, ""RR"": 12, ""T"": null}","{""BP_dia"": 38, ""BP_sys"": 85, ""HR"": 40, ""O2Sat"": null, ""RR"": 12, ""T"": null}","{""BP_dia"": null, ""BP_sys"": null, ""HR"": null, ""O2Sat"": null, ""RR"": null, ""T"": null}","{""adjustments"":{""BP_dia"":null,""BP_sys"":null}}",,,gpt-5.5
aortic_dissection,transitions/Cardiology/Aortic Dissection.json,p9,physiology_response,transcutaneous_pacing,"[""BP_sys"", ""BP_dia""]",0.5,1.8027756377319946,2,0,"{""BP_dia"": false, ""BP_sys"": false}","{""BP_dia"": false, ""BP_sys"": true}","{""BP_dia"": 30, ""BP_sys"": 70, ""HR"": 40, ""O2Sat"": null, ""RR"": 12, ""T"": null}","{""BP_dia"": 50, ""BP_sys"": 90}","{""BP_dia"": 35, ""BP_sys"": 80, ""HR"": 65, ""O2Sat"": null, ""RR"": 12, ""T"": null}","{""BP_dia"": 35, ""BP_sys"": 80, ""HR"": 65, ""O2Sat"": null, ""RR"": 12, ""T"": null}","{""BP_dia"": null, ""BP_sys"": null, ""HR"": null, ""O2Sat"": null, ""RR"": null, ""T"": null}","{""adjustments"":{""BP_dia"":null,""BP_sys"":null}}",,,gpt-5.5
aortic_stenosis_with_afib_and_chf,transitions/Cardiology/Aortic Stenosis with A Fib and CHF.json,p1,physiology_response,fluid_bolus,"[""BP_sys"", ""BP_dia"", ""HR"", ""O2Sat""]",0.75,0.6782329983125268,4,0,"{""BP_dia"": false, ""BP_sys"": false, ""HR"": false, ""O2Sat"": false}","{""BP_dia"": true, ""BP_sys"": false, ""HR"": true, ""O2Sat"": true}","{""BP_dia"": 60, ""BP_sys"": 80, ""HR"": 150, ""O2Sat"": 98, ""RR"": 20, ""T"": null}","{""BP_dia"": 65, ""BP_sys"": 85, ""HR"": 145, ""O2Sat"": 96}","{""BP_dia"": 63, ""BP_sys"": 86, ""HR"": 150, ""O2Sat"": 98, ""RR"": 20, ""T"": null}","{""BP_dia"": 66, ""BP_sys"": 92, ""HR"": 145, ""O2Sat"": 98, ""RR"": 20, ""T"": null}","{""BP_dia"": -3, ""BP_sys"": -6, ""HR"": 5, ""O2Sat"": null, ""RR"": null, ""T"": null}","{""adjustments"":{""BP_dia"":-3,""BP_sys"":-6,""HR"":5,""O2Sat"":null}}",,,gpt-5.5
aortic_stenosis_with_afib_and_chf,transitions/Cardiology/Aortic Stenosis with A Fib and CHF.json,p2,physiology_response,fluid_bolus,"[""BP_sys"", ""BP_dia"", ""HR"", ""O2Sat""]",0.5,1.9390719429665317,4,0,"{""BP_dia"": false, ""BP_sys"": false, ""HR"": false, ""O2Sat"": false}","{""BP_dia"": true, ""BP_sys"": true, ""HR"": false, ""O2Sat"": false}","{""BP_dia"": 60, ""BP_sys"": 80, ""HR"": 150, ""O2Sat"": 98, ""RR"": 20, ""T"": null}","{""BP_dia"": 70, ""BP_sys"": 90, ""HR"": 140, ""O2Sat"": 90}","{""BP_dia"": 66, ""BP_sys"": 92, ""HR"": 150, ""O2Sat"": 98, ""RR"": 20, ""T"": null}","{""BP_dia"": 66, ""BP_sys"": 92, ""HR"": 145, ""O2Sat"": 98, ""RR"": 20, ""T"": null}","{""BP_dia"": null, ""BP_sys"": null, ""HR"": 5, ""O2Sat"": null, ""RR"": null, ""T"": null}","{""adjustments"":{""BP_dia"":null,""BP_sys"":null,""HR"":5,""O2Sat"":null}}",,,gpt-5.5
aortic_stenosis_with_afib_and_chf,transitions/Cardiology/Aortic Stenosis with A Fib and CHF.json,p3,physiology_response,vasopressor,"[""BP_sys"", ""BP_dia"", ""HR""]",0.6666666666666666,1.3190905958272918,3,0,"{""BP_dia"": false, ""BP_sys"": false, ""HR"": false}","{""BP_dia"": true, ""BP_sys"": true, ""HR"": false}","{""BP_dia"": 60, ""BP_sys"": 80, ""HR"": 150, ""O2Sat"": 98, ""RR"": 20, ""T"": null}","{""BP_dia"": 75, ""BP_sys"": 100, ""HR"": 140}","{""BP_dia"": 68, ""BP_sys"": 95, ""HR"": 150, ""O2Sat"": 98, ""RR"": 20, ""T"": null}","{""BP_dia"": 68, ""BP_sys"": 95, ""HR"": 150, ""O2Sat"": 98, ""RR"": 20, ""T"": null}","{""BP_dia"": null, ""BP_sys"": null, ""HR"": null, ""O2Sat"": null, ""RR"": null, ""T"": null}","{""adjustments"":{""BP_dia"":null,""BP_sys"":null,""HR"":null}}",,,gpt-5.5
aortic_stenosis_with_afib_and_chf,transitions/Cardiology/Aortic Stenosis with A Fib and CHF.json,p4,physiology_response,rate_control,"[""HR"", ""BP_sys"", ""BP_dia""]",0.3333333333333333,3.5355339059327378,3,0,"{""BP_dia"": false, ""BP_sys"": false, ""HR"": false}","{""BP_dia"": false, ""BP_sys"": false, ""HR"": true}","{""BP_dia"": 60, ""BP_sys"": 80, ""HR"": 150, ""O2Sat"": 98, ""RR"": 20, ""T"": null}","{""BP_dia"": 75, ""BP_sys"": 100, ""HR"": 100}","{""BP_dia"": 60, ""BP_sys"": 80, ""HR"": 125, ""O2Sat"": 98, ""RR"": 20, ""T"": null}","{""BP_dia"": 60, ""BP_sys"": 80, ""HR"": 125, ""O2Sat"": 98, ""RR"": 20, ""T"": null}","{""BP_dia"": null, ""BP_sys"": null, ""HR"": null, ""O2Sat"": null, ""RR"": null, ""T"": null}","{""adjustments"":{""BP_dia"":null,""BP_sys"":null,""HR"":null}}",,,gpt-5.5
aortic_stenosis_with_afib_and_chf,transitions/Cardiology/Aortic Stenosis with A Fib and CHF.json,p5,physiology_response,rate_control,"[""HR"", ""BP_sys"", ""BP_dia""]",0.6666666666666666,2.7386127875258306,3,0,"{""BP_dia"": false, ""BP_sys"": false, ""HR"": false}","{""BP_dia"": false, ""BP_sys"": true, ""HR"": true}","{""BP_dia"": 60, ""BP_sys"": 80, ""HR"": 150, ""O2Sat"": 98, ""RR"": 20, ""T"": null}","{""BP_dia"": 60, ""BP_sys"": 70, ""HR"": 100}","{""BP_dia"": 50, ""BP_sys"": 65, ""HR"": 125, ""O2Sat"": 98, ""RR"": 20, ""T"": null}","{""BP_dia"": 60, ""BP_sys"": 80, ""HR"": 125, ""O2Sat"": 98, ""RR"": 20, ""T"": null}","{""BP_dia"": -10, ""BP_sys"": -15, ""HR"": null, ""O2Sat"": null, ""RR"": null, ""T"": null}","{""adjustments"":{""BP_dia"":-10,""BP_sys"":-15,""HR"":null}}",,,gpt-5.5
aortic_stenosis_with_afib_and_chf,transitions/Cardiology/Aortic Stenosis with A Fib and CHF.json,p6,physiology_response,synchronized_cardioversion,"[""HR"", ""BP_sys"", ""BP_dia""]",1.0,1.688194301613413,3,0,"{""BP_dia"": false, ""BP_sys"": false, ""HR"": false}","{""BP_dia"": true, ""BP_sys"": true, ""HR"": true}","{""BP_dia"": 60, ""BP_sys"": 80, ""HR"": 150, ""O2Sat"": 98, ""RR"": 20, ""T"": null}","{""BP_dia"": 80, ""BP_sys"": 100, ""HR"": 82}","{""BP_dia"": 66, ""BP_sys"": 95, ""HR"": 90, ""O2Sat"": 98, ""RR"": 20, ""T"": null}","{""BP_dia"": 64, ""BP_sys"": 88, ""HR"": 110, ""O2Sat"": 98, ""RR"": 20, ""T"": null}","{""BP_dia"": 2, ""BP_sys"": 7, ""HR"": -20, ""O2Sat"": null, ""RR"": null, ""T"": null}","{""adjustments"":{""BP_dia"":2,""BP_sys"":7,""HR"":-20}}",,,gpt-5.5
aortic_stenosis_with_afib_and_chf,transitions/Cardiology/Aortic Stenosis with A Fib and CHF.json,p7,physiology_response,vasodilator,"[""BP_sys"", ""BP_dia""]",1.0,2.692582403567252,2,0,"{""BP_dia"": false, ""BP_sys"": false}","{""BP_dia"": true, ""BP_sys"": true}","{""BP_dia"": 80, ""BP_sys"": 100, ""HR"": 90, ""O2Sat"": 90, ""RR"": 30, ""T"": null}","{""BP_dia"": 40, ""BP_sys"": 70}","{""BP_dia"": 65, ""BP_sys"": 80, ""HR"": 90, ""O2Sat"": 90, ""RR"": 30, ""T"": null}","{""BP_dia"": 80, ""BP_sys"": 100, ""HR"": 90, ""O2Sat"": 90, ""RR"": 30, ""T"": null}","{""BP_dia"": -15, ""BP_sys"": -20, ""HR"": null, ""O2Sat"": null, ""RR"": null, ""T"": null}","{""adjustments"":{""BP_dia"":-15,""BP_sys"":-20}}",,,gpt-5.5
coarctation_of_the_aorta,transitions/Cardiology/Coarctation of the Aorta.json,p1,time_progression,no_action,"[""HR"", ""BP_sys"", ""BP_dia"", ""RR"", ""O2Sat""]",0.0,8.700574693662482,5,0,"{""BP_dia"": false, ""BP_sys"": false, ""HR"": false, ""O2Sat"": false, ""RR"": false}","{""BP_dia"": false, ""BP_sys"": false, ""HR"": false, ""O2Sat"": false, ""RR"": false}","{""BP_dia"": 40, ""BP_sys"": 80, ""HR"": 180, ""O2Sat"": 94, ""RR"": 50, ""T"": 36}","{""BP_dia"": 50, ""BP_sys"": 90, ""HR"": 190, ""O2Sat"": 97, ""RR"": 10}","{""BP_dia"": 37, ""BP_sys"": 74, ""HR"": 185, ""O2Sat"": 93, ""RR"": 52, ""T"": 36}","{""BP_dia"": 39, ""BP_sys"": 77, ""HR"": 180, ""O2Sat"": 94, ""RR"": 50, ""T"": 36}","{""BP_dia"": -2, ""BP_sys"": -3, ""HR"": 5, ""O2Sat"": -1, ""RR"": 2, ""T"": null}","{""adjustments"":{""BP_dia"":-2,""BP_sys"":-3,""HR"":5,""O2Sat"":-1,""RR"":2}}",,,gpt-5.5
coarctation_of_the_aorta,transitions/Cardiology/Coarctation of the Aorta.json,p2,time_progression,no_action,"[""HR"", ""BP_sys"", ""BP_dia"", ""RR"", ""O2Sat""]",0.2,6.158733636065128,5,0,"{""BP_dia"": false, ""BP_sys"": false, ""HR"": false, ""O2Sat"": false, ""RR"": false}","{""BP_dia"": true, ""BP_sys"": false, ""HR"": false, ""O2Sat"": false, ""RR"": false}","{""BP_dia"": 40, ""BP_sys"": 80, ""HR"": 180, ""O2Sat"": 94, ""RR"": 50, ""T"": 36}","{""BP_dia"": 35, ""BP_sys"": 65, ""HR"": 190, ""O2Sat"": 98, ""RR"": 25}","{""BP_dia"": 37, ""BP_sys"": 75, ""HR"": 185, ""O2Sat"": 94, ""RR"": 55, ""T"": 36}","{""BP_dia"": 37, ""BP_sys"": 75, ""HR"": 180, ""O2Sat"": 94, ""RR"": 50, ""T"": 36}","{""BP_dia"": null, ""BP_sys"": null, ""HR"": 5, ""O2Sat"": null, ""RR"": 5, ""T"": null}","{""adjustments"":{""BP_dia"":null,""BP_sys"":null,""HR"":5,""O2Sat"":null,""RR"":5}}",,,gpt-5.5
coarctation_of_the_aorta,transitions/Cardiology/Coarctation of the Aorta.json,p3,physiology_response,fluid_bolus,"[""HR"", ""BP_sys"", ""BP_dia""]",0.6666666666666666,1.2165525060596438,3,0,"{""BP_dia"": false, ""BP_sys"": false, ""HR"": false}","{""BP_dia"": true, ""BP_sys"": false, ""HR"": true}","{""BP_dia"": 35, ""BP_sys"": 65, ""HR"": 190, ""O2Sat"": 98, ""RR"": 25}","{""BP_dia"": 40, ""BP_sys"": 58, ""HR"": 185}","{""BP_dia"": 38, ""BP_sys"": 70, ""HR"": 185, ""O2Sat"": 98, ""RR"": 25, ""T"": null}","{""BP_dia"": 41, ""BP_sys"": 77, ""HR"": 185, ""O2Sat"": 98, ""RR"": 25, ""T"": null}","{""BP_dia"": -3, ""BP_sys"": -7, ""HR"": null, ""O2Sat"": null, ""RR"": null, ""T"": null}","{""adjustments"":{""BP_dia"":-3,""BP_sys"":-7,""HR"":null}}",,,gpt-5.5
coarctation_of_the_aorta,transitions/Cardiology/Coarctation of the Aorta.json,p4,physiology_response,fluid_bolus,"[""HR"", ""BP_sys"", ""BP_dia""]",1.0,0.41231056256176607,3,0,"{""BP_dia"": false, ""BP_sys"": false, ""HR"": false}","{""BP_dia"": true, ""BP_sys"": true, ""HR"": true}","{""BP_dia"": 40, ""BP_sys"": 58, ""HR"": 185, ""O2Sat"": 98, ""RR"": 25}","{""BP_dia"": 45, ""BP_sys"": 60, ""HR"": 180}","{""BP_dia"": 42, ""BP_sys"": 62, ""HR"": 182, ""O2Sat"": 98, ""RR"": 25, ""T"": null}","{""BP_dia"": 46, ""BP_sys"": 70, ""HR"": 180, ""O2Sat"": 98, ""RR"": 25, ""T"": null}","{""BP_dia"": -4, ""BP_sys"": -8, ""HR"": 2, ""O2Sat"": null, ""RR"": null, ""T"": null}","{""adjustments"":{""BP_dia"":-4,""BP_sys"":-8,""HR"":2}}",,,gpt-5.5
coarctation_of_the_aorta,transitions/Cardiology/Coarctation of the Aorta.json,p5,physiology_response,fluid_bolus,"[""HR"", ""BP_sys"", ""BP_dia""]",0.6666666666666666,0.9110433579144299,3,0,"{""BP_dia"": false, ""BP_sys"": false, ""HR"": false}","{""BP_dia"": true, ""BP_sys"": true, ""HR"": false}","{""BP_dia"": 45, ""BP_sys"": 60, ""HR"": 180, ""O2Sat"": 98, ""RR"": 25}","{""BP_dia"": 48, ""BP_sys"": 65, ""HR"": 170}","{""BP_dia"": 47, ""BP_sys"": 64, ""HR"": 179, ""O2Sat"": 98, ""RR"": 25, ""T"": null}","{""BP_dia"": 51, ""BP_sys"": 72, ""HR"": 175, ""O2Sat"": 98, ""RR"": 25, ""T"": null}","{""BP_dia"": -4, ""BP_sys"": -8, ""HR"": 4, ""O2Sat"": null, ""RR"": null, ""T"": null}","{""adjustments"":{""BP_dia"":-4,""BP_sys"":-8,""HR"":4}}",,,gpt-5.5
coarctation_of_the_aorta,transitions/Cardiology/Coarctation of the Aorta.json,p6,physiology_response,airway_management,"[""HR"", ""BP_sys"", ""BP_dia"", ""O2Sat""]",0.5,9.297311439335568,4,0,"{""BP_dia"": false, ""BP_sys"": false, ""HR"": false, ""O2Sat"": false}","{""BP_dia"": false, ""BP_sys"": false, ""HR"": true, ""O2Sat"": true}","{""BP_dia"": 35, ""BP_sys"": 65, ""HR"": 190, ""O2Sat"": 98, ""RR"": 25}","{""BP_dia"": 20, ""BP_sys"": 40, ""HR"": 70, ""O2Sat"": 95}","{""BP_dia"": 32, ""BP_sys"": 60, ""HR"": 160, ""O2Sat"": 95, ""RR"": 12, ""T"": null}","{""BP_dia"": 35, ""BP_sys"": 65, ""HR"": 175, ""O2Sat"": 95, ""RR"": 12, ""T"": null}","{""BP_dia"": -3, ""BP_sys"": -5, ""HR"": -15, ""O2Sat"": null, ""RR"": null, ""T"": null}","{""adjustments"":{""BP_dia"":-3,""BP_sys"":-5,""HR"":-15,""O2Sat"":null}}",,,gpt-5.5
