source_file,case_id,pair_id,pair_type,kind_hint,target_vitals,rule_direction_accuracy,hybrid_direction_accuracy,pure_llm_direction_accuracy,rule_passed,hybrid_passed,pure_llm_passed,failed_engines,passed_engines,failure_pattern,hybrid_delta_direction_accuracy_vs_rule,pure_llm_delta_direction_accuracy_vs_rule,pure_llm_delta_direction_accuracy_vs_hybrid,rule_normalized_l2,hybrid_normalized_l2,pure_llm_normalized_l2,hybrid_delta_normalized_l2_vs_rule,pure_llm_delta_normalized_l2_vs_rule,pure_llm_delta_normalized_l2_vs_hybrid,best_engine_by_l2,best_normalized_l2,rule_predicted_vitals,hybrid_predicted_vitals,pure_llm_predicted_vitals,hybrid_llm_adjustments,hybrid_llm_reasoning,pure_llm_reasoning,hybrid_llm_api_error,pure_llm_llm_api_error
transitions/Cardiology/Aortic Dissection.json,aortic_dissection,p5,time_progression,no_action,"[""HR"", ""BP_sys"", ""BP_dia""]",0.0,1.0,1.0,False,True,True,"[""rule""]","[""hybrid"", ""pure_llm""]",rule_fail_hybrid_pass_pure_llm_pass,1.0,1.0,0.0,14.0,9.937303457175895,0.7071067811865476,-4.062696542824105,-13.292893218813452,-9.230196675989347,pure_llm,0.7071067811865476,"{""BP_dia"": 100, ""BP_sys"": 210, ""HR"": 110, ""O2Sat"": 99, ""RR"": 20, ""T"": 36.5}","{""BP_dia"": 85, ""BP_sys"": 175, ""HR"": 95, ""O2Sat"": 99, ""RR"": 20, ""T"": 36.5}","{""BP_dia"": 55, ""BP_sys"": 90, ""HR"": 55, ""O2Sat"": 99, ""RR"": 20, ""T"": 36.5}","{""BP_dia"": -15, ""BP_sys"": -35, ""HR"": -15, ""O2Sat"": null, ""RR"": null, ""T"": null}",null,null,,
transitions/Cardiology/Aortic Dissection.json,aortic_dissection,p6,physiology_response,fluid_bolus,"[""BP_sys"", ""BP_dia""]",1.0,1.0,1.0,True,True,True,[],"[""rule"", ""hybrid"", ""pure_llm""]",rule_pass_hybrid_pass_pure_llm_pass,0.0,0.0,0.0,0.223606797749979,0.223606797749979,0.4123105625617661,0.0,0.18870376481178713,0.18870376481178713,tie,0.223606797749979,"{""BP_dia"": 64, ""BP_sys"": 98, ""HR"": 50, ""O2Sat"": null, ""RR"": null, ""T"": null}","{""BP_dia"": 64, ""BP_sys"": 98, ""HR"": 50, ""O2Sat"": null, ""RR"": null, ""T"": null}","{""BP_dia"": 64, ""BP_sys"": 96, ""HR"": 50, ""O2Sat"": null, ""RR"": null, ""T"": null}","{""BP_dia"": null, ""BP_sys"": null, ""HR"": null, ""O2Sat"": null, ""RR"": null, ""T"": null}",null,null,,
transitions/Cardiology/Aortic Dissection.json,aortic_dissection,p7,time_progression,no_action,"[""HR"", ""BP_sys"", ""BP_dia"", ""RR""]",0.0,0.25,0.0,False,False,False,"[""rule"", ""hybrid"", ""pure_llm""]",[],rule_fail_hybrid_fail_pure_llm_fail,0.25,0.0,-0.25,4.069397989875161,3.391164991562634,3.6249137920783716,-0.6782329983125268,-0.44448419779678927,0.23374880051573754,hybrid,3.391164991562634,"{""BP_dia"": 60, ""BP_sys"": 90, ""HR"": 50, ""O2Sat"": null, ""RR"": 20, ""T"": null}","{""BP_dia"": 55, ""BP_sys"": 80, ""HR"": 45, ""O2Sat"": null, ""RR"": 22, ""T"": null}","{""BP_dia"": 55, ""BP_sys"": 85, ""HR"": 48, ""O2Sat"": null, ""RR"": 22, ""T"": null}","{""BP_dia"": -5, ""BP_sys"": -10, ""HR"": -5, ""O2Sat"": null, ""RR"": 2, ""T"": null}",null,null,,
transitions/Cardiology/Aortic Dissection.json,aortic_dissection,p8,physiology_response,vasopressor,"[""BP_sys"", ""BP_dia""]",1.0,1.0,1.0,True,True,True,[],"[""rule"", ""hybrid"", ""pure_llm""]",rule_pass_hybrid_pass_pure_llm_pass,0.0,0.0,0.0,1.3,1.3,0.5,0.0,-0.8,-0.8,pure_llm,0.5,"{""BP_dia"": 38, ""BP_sys"": 85, ""HR"": 40, ""O2Sat"": null, ""RR"": 12, ""T"": null}","{""BP_dia"": 38, ""BP_sys"": 85, ""HR"": 40, ""O2Sat"": null, ""RR"": 12, ""T"": null}","{""BP_dia"": 45, ""BP_sys"": 90, ""HR"": 40, ""O2Sat"": null, ""RR"": 12, ""T"": null}","{""BP_dia"": null, ""BP_sys"": null, ""HR"": null, ""O2Sat"": null, ""RR"": null, ""T"": null}",null,null,,
transitions/Cardiology/Aortic Dissection.json,aortic_dissection,p9,physiology_response,transcutaneous_pacing,"[""BP_sys"", ""BP_dia""]",0.5,0.5,1.0,False,False,True,"[""rule"", ""hybrid""]","[""pure_llm""]",rule_fail_hybrid_fail_pure_llm_pass,0.0,0.5,0.5,1.8027756377319946,1.8027756377319946,0.5,0.0,-1.3027756377319946,-1.3027756377319946,pure_llm,0.5,"{""BP_dia"": 35, ""BP_sys"": 80, ""HR"": 65, ""O2Sat"": null, ""RR"": 12, ""T"": null}","{""BP_dia"": 35, ""BP_sys"": 80, ""HR"": 65, ""O2Sat"": null, ""RR"": 12, ""T"": null}","{""BP_dia"": 45, ""BP_sys"": 90, ""HR"": 40, ""O2Sat"": null, ""RR"": 12, ""T"": null}","{""BP_dia"": null, ""BP_sys"": null, ""HR"": null, ""O2Sat"": null, ""RR"": null, ""T"": null}",null,null,,
transitions/Cardiology/Aortic Stenosis with A Fib and CHF.json,aortic_stenosis_with_afib_and_chf,p1,physiology_response,fluid_bolus,"[""BP_sys"", ""BP_dia"", ""HR"", ""O2Sat""]",0.5,0.75,1.0,False,False,True,"[""rule"", ""hybrid""]","[""pure_llm""]",rule_fail_hybrid_fail_pure_llm_pass,0.25,0.5,0.25,0.812403840463596,0.6782329983125268,0.5,-0.13417084215106923,-0.31240384046359604,-0.1782329983125268,pure_llm,0.5,"{""BP_dia"": 66, ""BP_sys"": 92, ""HR"": 145, ""O2Sat"": 98, ""RR"": 20, ""T"": null}","{""BP_dia"": 63, ""BP_sys"": 86, ""HR"": 150, ""O2Sat"": 98, ""RR"": 20, ""T"": null}","{""BP_dia"": 62, ""BP_sys"": 85, ""HR"": 145, ""O2Sat"": 98, ""RR"": 20, ""T"": null}","{""BP_dia"": -3, ""BP_sys"": -6, ""HR"": 5, ""O2Sat"": null, ""RR"": null, ""T"": null}",null,null,,
transitions/Cardiology/Aortic Stenosis with A Fib and CHF.json,aortic_stenosis_with_afib_and_chf,p2,physiology_response,fluid_bolus,"[""BP_sys"", ""BP_dia"", ""HR"", ""O2Sat""]",0.5,0.5,0.25,False,False,False,"[""rule"", ""hybrid"", ""pure_llm""]",[],rule_fail_hybrid_fail_pure_llm_fail,0.0,-0.25,-0.25,1.7349351572897473,1.9390719429665317,1.6155494421403511,0.2041367856767844,-0.11938571514939622,-0.3235225008261806,pure_llm,1.6155494421403511,"{""BP_dia"": 66, ""BP_sys"": 92, ""HR"": 145, ""O2Sat"": 98, ""RR"": 20, ""T"": null}","{""BP_dia"": 66, ""BP_sys"": 92, ""HR"": 150, ""O2Sat"": 98, ""RR"": 20, ""T"": null}","{""BP_dia"": 64, ""BP_sys"": 88, ""HR"": 145, ""O2Sat"": 97, ""RR"": 20, ""T"": null}","{""BP_dia"": null, ""BP_sys"": null, ""HR"": 5, ""O2Sat"": null, ""RR"": null, ""T"": null}",null,null,,
transitions/Cardiology/Aortic Stenosis with A Fib and CHF.json,aortic_stenosis_with_afib_and_chf,p3,physiology_response,vasopressor,"[""BP_sys"", ""BP_dia"", ""HR""]",0.6666666666666666,0.6666666666666666,0.6666666666666666,False,False,False,"[""rule"", ""hybrid"", ""pure_llm""]",[],rule_fail_hybrid_fail_pure_llm_fail,0.0,0.0,0.0,1.3190905958272918,1.3190905958272918,1.224744871391589,0.0,-0.09434572443570288,-0.09434572443570288,pure_llm,1.224744871391589,"{""BP_dia"": 68, ""BP_sys"": 95, ""HR"": 150, ""O2Sat"": 98, ""RR"": 20, ""T"": null}","{""BP_dia"": 68, ""BP_sys"": 95, ""HR"": 150, ""O2Sat"": 98, ""RR"": 20, ""T"": null}","{""BP_dia"": 70, ""BP_sys"": 95, ""HR"": 150, ""O2Sat"": 98, ""RR"": 20, ""T"": null}","{""BP_dia"": null, ""BP_sys"": null, ""HR"": null, ""O2Sat"": null, ""RR"": null, ""T"": null}",null,null,,
transitions/Cardiology/Aortic Stenosis with A Fib and CHF.json,aortic_stenosis_with_afib_and_chf,p4,physiology_response,rate_control,"[""HR"", ""BP_sys"", ""BP_dia""]",0.3333333333333333,0.3333333333333333,0.3333333333333333,False,False,False,"[""rule"", ""hybrid"", ""pure_llm""]",[],rule_fail_hybrid_fail_pure_llm_fail,0.0,0.0,0.0,3.5355339059327378,3.5355339059327378,3.8897300677553446,0.0,0.3541961618226068,0.3541961618226068,tie,3.5355339059327378,"{""BP_dia"": 60, ""BP_sys"": 80, ""HR"": 125, ""O2Sat"": 98, ""RR"": 20, ""T"": null}","{""BP_dia"": 60, ""BP_sys"": 80, ""HR"": 125, ""O2Sat"": 98, ""RR"": 20, ""T"": null}","{""BP_dia"": 58, ""BP_sys"": 82, ""HR"": 130, ""O2Sat"": 98, ""RR"": 20, ""T"": null}","{""BP_dia"": null, ""BP_sys"": null, ""HR"": null, ""O2Sat"": null, ""RR"": null, ""T"": null}",null,null,,
transitions/Cardiology/Aortic Stenosis with A Fib and CHF.json,aortic_stenosis_with_afib_and_chf,p5,physiology_response,rate_control,"[""HR"", ""BP_sys"", ""BP_dia""]",0.6666666666666666,0.6666666666666666,0.6666666666666666,False,False,False,"[""rule"", ""hybrid"", ""pure_llm""]",[],rule_fail_hybrid_fail_pure_llm_fail,0.0,0.0,0.0,2.692582403567252,2.7386127875258306,2.1633307652783933,0.046030383958578724,-0.5292516382888586,-0.5752820222474373,pure_llm,2.1633307652783933,"{""BP_dia"": 60, ""BP_sys"": 80, ""HR"": 125, ""O2Sat"": 98, ""RR"": 20, ""T"": null}","{""BP_dia"": 50, ""BP_sys"": 65, ""HR"": 125, ""O2Sat"": 98, ""RR"": 20, ""T"": null}","{""BP_dia"": 52, ""BP_sys"": 72, ""HR"": 120, ""O2Sat"": 98, ""RR"": 20, ""T"": null}","{""BP_dia"": -10, ""BP_sys"": -15, ""HR"": null, ""O2Sat"": null, ""RR"": null, ""T"": null}",null,null,,
transitions/Cardiology/Aortic Stenosis with A Fib and CHF.json,aortic_stenosis_with_afib_and_chf,p6,physiology_response,synchronized_cardioversion,"[""HR"", ""BP_sys"", ""BP_dia""]",0.6666666666666666,1.0,1.0,False,True,True,"[""rule""]","[""hybrid"", ""pure_llm""]",rule_fail_hybrid_pass_pure_llm_pass,0.33333333333333337,0.33333333333333337,0.0,3.4409301068170506,1.688194301613413,1.374772708486752,-1.7527358052036375,-2.0661573983302985,-0.31342159312666107,pure_llm,1.374772708486752,"{""BP_dia"": 64, ""BP_sys"": 88, ""HR"": 110, ""O2Sat"": 98, ""RR"": 20, ""T"": null}","{""BP_dia"": 66, ""BP_sys"": 95, ""HR"": 90, ""O2Sat"": 98, ""RR"": 20, ""T"": null}","{""BP_dia"": 70, ""BP_sys"": 105, ""HR"": 90, ""O2Sat"": 98, ""RR"": 20, ""T"": null}","{""BP_dia"": 2, ""BP_sys"": 7, ""HR"": -20, ""O2Sat"": null, ""RR"": null, ""T"": null}",null,null,,
transitions/Cardiology/Aortic Stenosis with A Fib and CHF.json,aortic_stenosis_with_afib_and_chf,p7,physiology_response,vasodilator,"[""BP_sys"", ""BP_dia""]",0.0,1.0,1.0,False,True,True,"[""rule""]","[""hybrid"", ""pure_llm""]",rule_fail_hybrid_pass_pure_llm_pass,1.0,1.0,0.0,5.0,2.692582403567252,3.176476034853718,-2.307417596432748,-1.8235239651462818,0.48389363128646634,hybrid,2.692582403567252,"{""BP_dia"": 80, ""BP_sys"": 100, ""HR"": 90, ""O2Sat"": 90, ""RR"": 30, ""T"": null}","{""BP_dia"": 65, ""BP_sys"": 80, ""HR"": 90, ""O2Sat"": 90, ""RR"": 30, ""T"": null}","{""BP_dia"": 68, ""BP_sys"": 85, ""HR"": 90, ""O2Sat"": 90, ""RR"": 30, ""T"": null}","{""BP_dia"": -15, ""BP_sys"": -20, ""HR"": null, ""O2Sat"": null, ""RR"": null, ""T"": null}",null,null,,
transitions/Cardiology/Coarctation of the Aorta.json,coarctation_of_the_aorta,p1,time_progression,no_action,"[""HR"", ""BP_sys"", ""BP_dia"", ""RR"", ""O2Sat""]",0.0,0.0,0.2,False,False,False,"[""rule"", ""hybrid"", ""pure_llm""]",[],rule_fail_hybrid_fail_pure_llm_fail,0.0,0.2,0.2,8.261961026293939,8.700574693662482,8.63944442658207,0.4386136673685428,0.3774834002881313,-0.06113026708041147,rule,8.261961026293939,"{""BP_dia"": 39, ""BP_sys"": 77, ""HR"": 180, ""O2Sat"": 94, ""RR"": 50, ""T"": 36}","{""BP_dia"": 37, ""BP_sys"": 74, ""HR"": 185, ""O2Sat"": 93, ""RR"": 52, ""T"": 36}","{""BP_dia"": 38, ""BP_sys"": 76, ""HR"": 188, ""O2Sat"": 93, ""RR"": 52, ""T"": 36}","{""BP_dia"": -2, ""BP_sys"": -3, ""HR"": 5, ""O2Sat"": -1, ""RR"": 2, ""T"": null}",null,null,,
transitions/Cardiology/Coarctation of the Aorta.json,coarctation_of_the_aorta,p10,time_progression,no_action,"[""HR"", ""BP_sys"", ""BP_dia"", ""RR"", ""O2Sat""]",0.4,0.8,0.8,False,False,False,"[""rule"", ""hybrid"", ""pure_llm""]",[],rule_fail_hybrid_fail_pure_llm_fail,0.4,0.4,0.0,5.134199061197374,3.471310991541956,3.7749172176353745,-1.662888069655418,-1.3592818435619995,0.3036062260934185,hybrid,3.471310991541956,"{""BP_dia"": 20, ""BP_sys"": 40, ""HR"": 73, ""O2Sat"": 95, ""RR"": 25, ""T"": null}","{""BP_dia"": 20, ""BP_sys"": 40, ""HR"": 60, ""O2Sat"": 93, ""RR"": 20, ""T"": null}","{""BP_dia"": 20, ""BP_sys"": 40, ""HR"": 60, ""O2Sat"": 94, ""RR"": 22, ""T"": null}","{""BP_dia"": -2, ""BP_sys"": -5, ""HR"": -13, ""O2Sat"": -2, ""RR"": -5, ""T"": null}",null,null,,
transitions/Cardiology/Coarctation of the Aorta.json,coarctation_of_the_aorta,p2,time_progression,no_action,"[""HR"", ""BP_sys"", ""BP_dia"", ""RR"", ""O2Sat""]",0.2,0.2,0.4,False,False,False,"[""rule"", ""hybrid"", ""pure_llm""]",[],rule_fail_hybrid_fail_pure_llm_fail,0.0,0.2,0.2,5.261178575186362,6.158733636065128,6.034898507845845,0.8975550608787666,0.7737199326594828,-0.12383512821928377,rule,5.261178575186362,"{""BP_dia"": 37, ""BP_sys"": 75, ""HR"": 180, ""O2Sat"": 94, ""RR"": 50, ""T"": 36}","{""BP_dia"": 37, ""BP_sys"": 75, ""HR"": 185, ""O2Sat"": 94, ""RR"": 55, ""T"": 36}","{""BP_dia"": 38, ""BP_sys"": 76, ""HR"": 188, ""O2Sat"": 92, ""RR"": 54, ""T"": 36}","{""BP_dia"": null, ""BP_sys"": null, ""HR"": 5, ""O2Sat"": null, ""RR"": 5, ""T"": null}",null,null,,
transitions/Cardiology/Coarctation of the Aorta.json,coarctation_of_the_aorta,p3,physiology_response,fluid_bolus,"[""HR"", ""BP_sys"", ""BP_dia""]",0.3333333333333333,0.6666666666666666,0.3333333333333333,False,False,False,"[""rule"", ""hybrid"", ""pure_llm""]",[],rule_fail_hybrid_fail_pure_llm_fail,0.3333333333333333,0.0,-0.3333333333333333,1.9026297590440446,1.2165525060596438,1.3152946437965904,-0.6860772529844008,-0.5873351152474542,0.09874213773694662,hybrid,1.2165525060596438,"{""BP_dia"": 41, ""BP_sys"": 77, ""HR"": 185, ""O2Sat"": 98, ""RR"": 25, ""T"": null}","{""BP_dia"": 38, ""BP_sys"": 70, ""HR"": 185, ""O2Sat"": 98, ""RR"": 25, ""T"": null}","{""BP_dia"": 38, ""BP_sys"": 70, ""HR"": 180, ""O2Sat"": 98, ""RR"": 25, ""T"": null}","{""BP_dia"": -3, ""BP_sys"": -7, ""HR"": null, ""O2Sat"": null, ""RR"": null, ""T"": null}",null,null,,
transitions/Cardiology/Coarctation of the Aorta.json,coarctation_of_the_aorta,p4,physiology_response,fluid_bolus,"[""HR"", ""BP_sys"", ""BP_dia""]",0.3333333333333333,1.0,0.6666666666666666,False,True,False,"[""rule"", ""pure_llm""]","[""hybrid""]",rule_fail_hybrid_pass_pure_llm_fail,0.6666666666666667,0.3333333333333333,-0.33333333333333337,1.004987562112089,0.41231056256176607,0.41231056256176607,-0.5926769995503229,-0.5926769995503229,0.0,tie,0.41231056256176607,"{""BP_dia"": 46, ""BP_sys"": 70, ""HR"": 180, ""O2Sat"": 98, ""RR"": 25, ""T"": null}","{""BP_dia"": 42, ""BP_sys"": 62, ""HR"": 182, ""O2Sat"": 98, ""RR"": 25, ""T"": null}","{""BP_dia"": 42, ""BP_sys"": 62, ""HR"": 178, ""O2Sat"": 98, ""RR"": 25, ""T"": null}","{""BP_dia"": -4, ""BP_sys"": -8, ""HR"": 2, ""O2Sat"": null, ""RR"": null, ""T"": null}",null,null,,
