category,case_id,pair_id,file,n_actions,duration_s,vitals_pair_pass,vitals_pass_count,vitals_partial_score,rhythm_pair_pass,rhythm_predicted,rhythm_actual,pair_pass,partial_score,all_vitals_in_tol,all_dirs_match,all_interv_match,mech_match,combined_pair_pass,error,HR_before,HR_actual,HR_predicted,HR_abs_err,HR_within_tol,HR_dir_match,BP_sys_before,BP_sys_actual,BP_sys_predicted,BP_sys_abs_err,BP_sys_within_tol,BP_sys_dir_match,BP_dia_before,BP_dia_actual,BP_dia_predicted,BP_dia_abs_err,BP_dia_within_tol,BP_dia_dir_match,RR_before,RR_actual,RR_predicted,RR_abs_err,RR_within_tol,RR_dir_match,O2Sat_before,O2Sat_actual,O2Sat_predicted,O2Sat_abs_err,O2Sat_within_tol,O2Sat_dir_match,T_before,T_actual,T_predicted,T_abs_err,T_within_tol,T_dir_match
Cardiology,aortic_dissection,p3,Aortic Dissection.json,1,600,False,5,0.9166666666666666,True,bradycardia,bradycardia,False,0.90625,True,False,False,True,False,,50,50,60.0,10.0,True,False,90,100,100.0,0.0,True,True,60,65,65.0,0.0,True,True,20,20,20,0,True,True,99,99,99,0,True,True,36.5,36.5,36.5,0.0,True,True
Cardiology,aortic_dissection,p4,Aortic Dissection.json,1,120,False,5,0.9166666666666666,True,bradycardia,bradycardia,False,0.9375,True,False,False,True,False,,50,50,60.0,10.0,True,False,90,90,90,0,True,True,60,60,60,0,True,True,20,20,20,0,True,True,99,99,99,0,True,True,36.5,36.5,36.5,0.0,True,True
Cardiology,aortic_dissection,p5,Aortic Dissection.json,0,180,False,3,0.5833333333333334,True,bradycardia,bradycardia,False,0.84375,False,False,True,True,False,,50,40,45.0,5.0,True,True,90,70,85.0,15.0,True,False,60,30,55.0,25.0,False,False,20,12,20,8,False,False,99,99,99,0,True,True,36.5,36.5,36.5,0.0,True,True
Cardiology,aortic_dissection,p6,Aortic Dissection.json,1,0,False,4,0.6666666666666666,False,bradycardia,sinus,False,0.875,False,False,True,True,False,,40,80,80.0,0.0,True,True,70,90,70,20,False,False,30,50,30,20,False,False,12,12,12,0,True,True,99,99,99,0,True,True,36.5,36.5,36.5,0.0,True,True
Cardiology,aortic_dissection,p7,Aortic Dissection.json,1,120,False,1,0.16666666666666666,False,sinus,asystole,False,0.65625,False,False,True,False,False,,110,0,110,110,False,False,210,0,210,210,False,False,100,0,100,100,False,False,20,0,20,20,False,False,99,0,99,99,False,False,36.5,36.5,36.5,0.0,True,True
Cardiology,aortic_stenosis_with_afib_and_chf,p1,Aortic Stenosis with A Fib and CHF.json,1,300,False,4,0.8333333333333334,True,sinus,sinus,False,0.875,True,False,False,True,False,,150,145,140.0,5.0,True,True,80,85,90.0,5.0,True,False,60,65,65.0,0.0,True,True,20,20,20,0,True,True,98,96,98,2,True,False,36.6,36.6,36.6,0.0,True,True
Cardiology,aortic_stenosis_with_afib_and_chf,p2,Aortic Stenosis with A Fib and CHF.json,1,600,False,3,0.5833333333333334,True,sinus,sinus,False,0.78125,False,False,False,True,False,,150,140,160.0,20.0,False,False,80,90,90.0,0.0,True,True,60,70,65.0,5.0,True,False,20,20,20,0,True,True,98,90,98,8,False,False,36.6,36.6,36.6,0.0,True,True
Cardiology,aortic_stenosis_with_afib_and_chf,p3,Aortic Stenosis with A Fib and CHF.json,1,300,False,3,0.5833333333333334,True,sinus,sinus,False,0.8125,False,False,True,False,False,,150,100,150,50,False,False,80,100,80,20,False,False,60,75,60,15,True,False,20,20,20,0,True,True,98,98,98,0,True,True,36.6,36.6,36.6,0.0,True,True
Cardiology,aortic_stenosis_with_afib_and_chf,p4,Aortic Stenosis with A Fib and CHF.json,1,600,False,4,0.75,True,sinus,sinus,False,0.84375,False,False,False,True,False,,150,140,160.0,20.0,False,False,80,100,90.0,10.0,True,True,60,75,65.0,10.0,True,False,20,20,20,0,True,True,98,98,98,0,True,True,36.6,36.6,36.6,0.0,True,True
Cardiology,aortic_stenosis_with_afib_and_chf,p5,Aortic Stenosis with A Fib and CHF.json,1,120,False,4,0.75,True,sinus,sinus,False,0.90625,False,False,True,True,False,,150,100,130.0,30.0,False,True,80,70,90.0,20.0,False,False,60,60,65.0,5.0,True,True,20,20,20,0,True,True,98,98,98,0,True,True,36.6,36.6,36.6,0.0,True,True
Cardiology,aortic_stenosis_with_afib_and_chf,p6,Aortic Stenosis with A Fib and CHF.json,1,120,False,2,0.4166666666666667,False,asystole,sinus,False,0.6875,False,False,False,False,False,,150,82,150.0,68.0,False,False,80,100,80.0,20.0,False,False,60,80,60.0,20.0,False,False,20,20,20.0,0.0,True,True,98,98,100.0,2.0,True,False,36.6,36.6,36.6,0.0,True,True
Cardiology,aortic_stenosis_with_afib_and_chf,p7,Aortic Stenosis with A Fib and CHF.json,1,180,False,2,0.5833333333333334,True,sinus,sinus,False,0.84375,False,False,True,True,False,,90,90,95.0,5.0,True,False,100,70,90.0,20.0,False,True,80,40,75.0,35.0,False,False,30,30,30,0,True,True,90,90,92.0,2.0,True,False,36.6,36.6,36.6,0.0,True,True
Cardiology,beta_blocker_toxicity,p1,Beta Blocker Toxicity.json,0,300,False,2,0.4166666666666667,False,sinus,bradycardia,False,0.75,False,False,True,False,False,,90,45,90,45,False,False,120,90,120,30,False,False,75,45,75,30,False,False,15,18,15,3,True,False,97,98,97,1,True,True,36.7,36.7,36.7,0.0,True,True
Cardiology,beta_blocker_toxicity,p2,Beta Blocker Toxicity.json,1,120,False,5,0.8333333333333334,True,bradycardia,bradycardia,False,0.9375,False,False,True,True,False,,45,45,60.0,15.0,False,False,90,90,90,0,True,True,45,45,45,0,True,True,18,18,18,0,True,True,98,98,98,0,True,True,36.7,36.7,36.7,0.0,True,True
Cardiology,beta_blocker_toxicity,p3,Beta Blocker Toxicity.json,0,600,False,4,0.8333333333333334,True,bradycardia,bradycardia,False,0.90625,True,False,True,False,False,,45,50,45.0,5.0,True,False,90,88,90.0,2.0,True,True,45,42,45.0,3.0,True,True,18,18,18.0,0.0,True,True,99,96,99.0,3.0,True,False,36.7,36.7,36.7,0.0,True,True
Cardiology,beta_blocker_toxicity,p4,Beta Blocker Toxicity.json,0,900,False,1,0.3333333333333333,True,bradycardia,bradycardia,False,0.75,False,False,True,True,False,,50,30,50.0,20.0,False,False,88,65,86.0,21.0,False,False,42,30,41.0,11.0,True,False,18,14,18,4,True,False,96,90,96.0,6.0,False,False,36.7,36.7,36.7,0.0,True,True
Cardiology,covid19_ohca,p1,COVID-19 Out-of-Hospital Cardiac Arrest.json,1,0,False,2,0.3333333333333333,False,asystole,sinus,False,0.65625,False,False,False,False,False,,0,110,0.0,110.0,False,False,0,80,0.0,80.0,False,False,0,60,0.0,60.0,False,False,12,12,12,0,True,True,0,92,0.0,92.0,False,False,38.4,38.4,38.4,0.0,True,True
Cardiology,covid19_ohca,p2,COVID-19 Out-of-Hospital Cardiac Arrest.json,1,120,False,4,0.8333333333333334,True,sinus,sinus,False,0.9375,True,False,True,True,False,,110,110,120.0,10.0,True,False,80,95,90.0,5.0,True,True,60,75,65.0,10.0,True,False,12,12,12,0,True,True,92,92,92,0,True,True,38.4,38.4,38.4,0.0,True,True
Cardiology,covid19_stemi_with_vf_arrest,p1,COVID-19 STEMI with VF Arrest.json,0,360,False,1,0.16666666666666666,False,sinus,VF,False,0.625,False,False,True,False,False,,88,0,88,88,False,False,108,0,108,108,False,False,70,0,70,70,False,False,18,0,18,18,False,False,98,0,98,98,False,False,36.8,36.8,36.8,0.0,True,True
Cardiology,covid19_stemi_with_vf_arrest,p3,COVID-19 STEMI with VF Arrest.json,1,360,False,1,0.16666666666666666,False,asystole,sinus,False,0.59375,False,False,False,False,False,,0,92,0.0,92.0,False,False,0,105,0.0,105.0,False,False,0,60,0.0,60.0,False,False,0,10,0.0,10.0,False,False,0,92,0.0,92.0,False,False,36.8,36.8,36.8,0.0,True,True
Cardiology,chest_pain_on_the_ward,p1,Chest Pain on the Ward.json,1,0,True,6,1.0,True,sinus,sinus,True,1.0,True,True,True,True,True,,98,98,98,0,True,True,175,175,175,0,True,True,60,60,60,0,True,True,20,20,20,0,True,True,91,93,93.0,0.0,True,True,36.7,36.7,36.7,0.0,True,True
Cardiology,chest_pain_on_the_ward,p4,Chest Pain on the Ward.json,0,480,False,4,0.75,True,sinus,sinus,False,0.875,False,False,True,False,False,,101,98,101.0,3.0,True,True,179,160,174.0,14.0,True,False,90,85,85.0,0.0,True,True,30,30,30.0,0.0,True,True,93,88,93.0,5.0,False,False,36.7,36.7,36.7,0.0,True,True
Cardiology,coarctation_of_the_aorta,p1,Coarctation of the Aorta.json,1,0,False,5,0.9166666666666666,True,sinus,sinus,False,0.9375,True,False,False,True,False,,180,180,180,0,True,True,80,80,80,0,True,True,40,40,40,0,True,True,50,50,50,0,True,True,94,94,96.0,2.0,True,False,36.0,36.0,36.0,0.0,True,True
Cardiology,coarctation_of_the_aorta,p2,Coarctation of the Aorta.json,0,180,False,1,0.5,True,sinus,sinus,False,0.8125,False,False,True,True,False,,180,190,180.0,10.0,True,False,80,90,75.0,15.0,True,False,40,50,35.0,15.0,True,False,50,10,45.0,35.0,False,True,94,97,93.0,4.0,False,False,36.0,36.0,36.0,0.0,True,True
Cardiology,coarctation_of_the_aorta,p3,Coarctation of the Aorta.json,0,300,False,3,0.75,True,sinus,sinus,False,0.90625,False,False,True,True,False,,180,190,180.0,10.0,True,False,80,65,70.0,5.0,True,True,40,35,35.0,0.0,True,True,50,25,45.0,20.0,False,True,94,98,95.0,3.0,True,False,36.0,36.0,36.0,0.0,True,True
Cardiology,coarctation_of_the_aorta,p4,Coarctation of the Aorta.json,1,1200,False,5,0.8333333333333334,True,sinus,sinus,False,0.875,False,False,False,True,False,,190,185,180.0,5.0,True,True,65,58,75.0,17.0,False,False,35,40,40.0,0.0,True,True,25,25,25,0,True,True,98,98,98,0,True,True,36.0,36.0,36.0,0.0,True,True
Cardiology,coarctation_of_the_aorta,p5,Coarctation of the Aorta.json,1,1200,False,5,0.9166666666666666,True,sinus,sinus,False,0.90625,True,False,False,True,False,,185,180,170.0,10.0,True,True,58,60,68.0,8.0,True,False,40,45,45.0,0.0,True,True,25,25,25,0,True,True,98,98,98,0,True,True,36.0,36.0,36.0,0.0,True,True
Cardiology,coarctation_of_the_aorta,p6,Coarctation of the Aorta.json,1,1200,False,5,0.9166666666666666,True,sinus,sinus,False,0.9375,True,False,False,True,False,,180,170,170.0,0.0,True,True,60,65,70.0,5.0,True,False,45,48,50.0,2.0,True,True,25,25,25,0,True,True,98,98,98,0,True,True,36.0,36.0,36.0,0.0,True,True
Cardiology,coarctation_of_the_aorta,p7,Coarctation of the Aorta.json,1,60,False,3,0.6666666666666666,True,sinus,sinus,False,0.8125,False,False,False,True,False,,190,70,190.0,120.0,False,False,65,40,55.0,15.0,True,True,35,20,30.0,10.0,True,False,25,25,25,0,True,True,98,95,98,3,True,False,36.0,36.0,36.0,0.0,True,True
Cardiology,coarctation_of_the_aorta,p8,Coarctation of the Aorta.json,2,600,False,4,0.75,True,sinus,sinus,False,0.8125,False,False,False,True,False,,190,150,170.0,20.0,False,True,65,80,75.0,5.0,True,True,35,40,40.0,0.0,True,True,25,20,20.0,0.0,True,True,98,99,98,1,True,True,36.0,36.0,36.5,0.5,False,False
Cardiology,coarctation_of_the_aorta,p9,Coarctation of the Aorta.json,1,600,False,3,0.5833333333333334,True,sinus,sinus,False,0.84375,False,False,True,True,False,,190,170,180.0,10.0,True,True,65,55,70.0,15.0,True,False,35,40,40.0,0.0,True,True,25,3,25,22,False,False,98,90,98,8,False,False,36.0,36.0,36.0,0.0,True,True
Cardiology,coarctation_of_the_aorta,p10,Coarctation of the Aorta.json,0,300,False,1,0.25,False,sinus,bradycardia,False,0.625,False,False,False,False,False,,190,35,190.0,155.0,False,False,65,40,60.0,20.0,False,False,35,20,32.0,12.0,True,False,25,8,25.0,17.0,False,False,98,92,98.0,6.0,False,False,36.0,36.0,36.0,0.0,True,True
Cardiology,coarctation_of_the_aorta,p11,Coarctation of the Aorta.json,1,120,False,3,0.75,True,sinus,sinus,False,0.875,False,False,True,False,False,,70,160,80.0,80.0,False,True,40,40,50.0,10.0,True,False,20,20,25.0,5.0,True,True,25,25,25,0,True,True,95,98,95,3,True,False,36.0,36.0,36.0,0.0,True,True
Cardiology,coarctation_of_the_aorta,p12,Coarctation of the Aorta.json,0,180,False,2,0.4166666666666667,False,sinus,bradycardia,False,0.75,False,False,True,False,False,,70,35,70,35,False,False,40,40,50.0,10.0,True,False,20,20,25.0,5.0,True,True,25,8,25,17,False,False,95,95,95,0,True,True,36.0,36.0,36.5,0.5,False,False
Cardiology,cocaine_induced_aortic_dissection,p1,Cocaine-induced Aortic Dissection.json,0,120,False,5,0.8333333333333334,True,sinus,sinus,False,0.9375,False,False,True,True,False,,110,110,110.0,0.0,True,True,191,191,186.0,5.0,True,True,100,100,98.0,2.0,True,True,28,28,28.0,0.0,True,True,95,95,100.0,5.0,False,False,37.8,37.8,37.8,0.0,True,True
Cardiology,cocaine_induced_aortic_dissection,p2,Cocaine-induced Aortic Dissection.json,1,180,False,2,0.5,True,sinus,sinus,False,0.78125,False,False,True,False,False,,110,80,110,30,False,False,191,150,181.0,31.0,False,True,100,80,95.0,15.0,True,False,28,28,28,0,True,True,95,95,95,0,True,True,37.8,37.8,43.0,5.200000000000003,False,False
Cardiology,cocaine_induced_aortic_dissection,p3,Cocaine-induced Aortic Dissection.json,1,120,False,3,0.75,True,sinus,sinus,False,0.875,False,True,True,False,False,,110,60,95.0,35.0,False,True,191,100,171.0,71.0,False,True,100,60,90.0,30.0,False,True,28,28,28,0,True,True,95,95,95,0,True,True,37.8,37.8,37.8,0.0,True,True
Cardiology,cocaine_induced_aortic_dissection,p4,Cocaine-induced Aortic Dissection.json,0,600,False,1,0.3333333333333333,True,sinus,sinus,False,0.6875,False,False,True,False,False,,60,130,60,70,False,False,100,63,100,37,False,False,60,40,60,20,False,False,28,28,28,0,True,True,95,92,95,3,True,False,37.8,37.8,38.0,0.20000000000000284,True,False
Cardiology,dysrhythmia_secondary_to_hyperkalemia,p1,Dysrhythmia Secondary to Hyperkalemia.json,1,120,True,6,1.0,False,bradycardia,sinus,True,1.0,True,True,True,True,False,,50,70,60.0,10.0,True,True,92,92,97.0,5.0,True,True,65,65,70.0,5.0,True,True,20,20,20,0,True,True,97,97,97,0,True,True,36.4,36.4,36.4,0.0,True,True
Cardiology,dysrhythmia_secondary_to_hyperkalemia,p2,Dysrhythmia Secondary to Hyperkalemia.json,1,600,False,5,0.9166666666666666,,,bradycardia,False,0.875,True,False,False,False,False,,50,50,60.0,10.0,True,False,92,102,102.0,0.0,True,True,65,67,70.0,3.0,True,True,20,20,20,0,True,True,97,97,97,0,True,True,36.4,36.4,36.4,0.0,True,True
Cardiology,dysrhythmia_secondary_to_hyperkalemia,p3,Dysrhythmia Secondary to Hyperkalemia.json,0,120,True,6,1.0,True,sinus,sinus,True,1.0,True,True,True,True,True,,70,70,70,0,True,True,102,105,102,3,True,True,67,70,67,3,True,True,20,20,20,0,True,True,97,97,97,0,True,True,36.4,36.4,36.4,0.0,True,True
Cardiology,dysrhythmia_secondary_to_hyperkalemia,p4,Dysrhythmia Secondary to Hyperkalemia.json,1,600,False,5,0.8333333333333334,True,sinus,sinus,False,0.90625,False,False,True,False,False,,70,90,70,20,False,False,105,105,105,0,True,True,70,70,70,0,True,True,20,20,20,0,True,True,97,97,97,0,True,True,36.4,36.4,36.4,0.0,True,True
Cardiology,dysrhythmia_secondary_to_hyperkalemia,p5,Dysrhythmia Secondary to Hyperkalemia.json,0,180,False,1,0.16666666666666666,,,asystole,False,0.65625,False,False,True,False,False,,50,0,50.0,50.0,False,False,92,0,87.0,87.0,False,False,65,0,60.0,60.0,False,False,20,0,20.0,20.0,False,False,97,0,97.0,97.0,False,False,36.4,36.4,36.4,0.0,True,True
Cardiology,dysrhythmia_secondary_to_hyperkalemia,p6,Dysrhythmia Secondary to Hyperkalemia.json,1,120,False,1,0.16666666666666666,,,sinus,False,0.65625,False,False,True,False,False,,0,70,0.0,70.0,False,False,0,105,0.0,105.0,False,False,0,70,0.0,70.0,False,False,0,16,0.0,16.0,False,False,0,97,0.0,97.0,False,False,36.4,36.4,36.4,0.0,True,True
Cardiology,electrical_storm,p1,Electrical Storm.json,2,480,False,5,0.8333333333333334,,sinus,,False,0.8125,False,False,False,False,False,,0,0,0.0,0.0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,78,78,100.0,22.0,False,False,35.6,35.6,35.6,0.0,True,True
Cardiology,electrical_storm,p2,Electrical Storm.json,3,240,False,1,0.16666666666666666,False,asystole,sinus,False,0.5625,False,False,False,True,False,,0,110,0.0,110.0,False,False,0,100,0,100,False,False,0,60,0,60,False,False,0,12,0,12,False,False,78,78,98.0,20.0,False,False,35.6,35.6,35.6,0.0,True,True
Cardiology,chronic_digoxin_toxicity,p1,Geriatric Case 2 Chronic Digoxin Toxicity.json,0,300,False,2,0.4166666666666667,True,bradycardia,bradycardia,False,0.75,False,False,True,False,False,,30,30,30.0,0.0,True,True,130,95,130.0,35.0,False,False,70,50,70.0,20.0,False,False,16,22,16.0,6.0,False,False,98,95,98.0,3.0,True,False,36.8,36.8,36.8,0.0,True,True
Cardiology,chronic_digoxin_toxicity,p2,Geriatric Case 2 Chronic Digoxin Toxicity.json,1,120,False,5,0.8333333333333334,True,bradycardia,bradycardia,False,0.9375,False,False,True,True,False,,30,30,50.0,20.0,False,False,95,95,95,0,True,True,50,50,50,0,True,True,22,22,22,0,True,True,95,95,95,0,True,True,36.8,36.8,36.8,0.0,True,True
Cardiology,chronic_digoxin_toxicity,p4,Geriatric Case 2 Chronic Digoxin Toxicity.json,0,420,False,4,0.8333333333333334,True,bradycardia,bradycardia,False,0.9375,True,False,True,True,False,,30,30,30.0,0.0,True,True,95,80,95.0,15.0,True,False,50,40,50.0,10.0,True,False,22,22,22.0,0.0,True,True,95,95,95.0,0.0,True,True,36.8,36.8,36.8,0.0,True,True
Cardiology,chronic_digoxin_toxicity,p5,Geriatric Case 2 Chronic Digoxin Toxicity.json,1,120,False,3,0.75,True,bradycardia,bradycardia,False,0.875,False,False,False,True,False,,30,35,50.0,15.0,False,True,80,85,90.0,5.0,True,False,40,50,45.0,5.0,True,False,22,22,22,0,True,True,95,95,95,0,True,True,36.8,36.8,36.8,0.0,True,True
Cardiology,chronic_digoxin_toxicity,p6,Geriatric Case 2 Chronic Digoxin Toxicity.json,1,1800,False,3,0.6666666666666666,True,bradycardia,bradycardia,False,0.75,False,False,False,False,False,,30,50,45.0,5.0,True,True,80,135,90.0,45.0,False,True,40,70,45.0,25.0,False,False,22,20,22,2,True,False,95,96,95,1,True,True,36.8,36.8,36.8,0.0,True,True
Cardiology,lvad_case,p1,LVAD Case.json,0,300,False,1,0.16666666666666666,False,sinus,PEA,False,0.6875,False,False,True,True,False,,80,20,80.0,60.0,False,False,70,0,70.0,70.0,False,False,40,0,40.0,40.0,False,False,20,0,20.0,20.0,False,False,95,0,95.0,95.0,False,False,37.9,37.9,37.9,0.0,True,True
Cardiology,lvad_case,p5,LVAD Case.json,1,120,False,1,0.16666666666666666,False,asystole,sinus,False,0.59375,False,False,False,False,False,,20,100,20.0,80.0,False,False,0,120,0.0,120.0,False,False,0,70,0.0,70.0,False,False,0,16,0.0,16.0,False,False,0,95,0.0,95.0,False,False,37.9,37.9,37.9,0.0,True,True
Cardiology,learner_consultant_communication,p1,Learner-Consultant Communication.json,1,600,False,5,0.9166666666666666,True,sinus,sinus,False,0.875,True,False,False,False,False,,108,106,103.0,3.0,True,False,88,100,98.0,2.0,True,True,52,54,57.0,3.0,True,True,28,28,28,0,True,True,97,97,97,0,True,True,36.4,36.4,36.4,0.0,True,True
Cardiology,learner_consultant_communication,p2,Learner-Consultant Communication.json,0,300,False,5,0.9166666666666666,True,sinus,sinus,False,0.96875,True,False,True,True,False,,108,108,108.0,0.0,True,True,88,100,88.0,12.0,True,False,52,54,52.0,2.0,True,True,28,28,28.0,0.0,True,True,97,97,97.0,0.0,True,True,36.4,36.4,36.4,0.0,True,True
Cardiology,learner_consultant_communication,p3,Learner-Consultant Communication.json,0,300,True,6,1.0,,,,False,0.9375,True,True,False,True,False,,108,106,108.0,2.0,True,True,100,100,100.0,0.0,True,True,54,54,54.0,0.0,True,True,28,28,28.0,0.0,True,True,97,97,97.0,0.0,True,True,36.4,36.4,36.4,0.0,True,True
Cardiology,nightmares_case_1_bradycardia,p1,Nightmares Case 1 Bradycardia.json,0,120,True,6,1.0,True,bradycardia,bradycardia,True,1.0,True,True,True,True,True,,28,25,26.0,1.0,True,True,80,75,75.0,0.0,True,True,50,45,47.0,2.0,True,True,18,18,18,0,True,True,99,99,98.0,1.0,True,True,37.0,37.0,37.0,0.0,True,True
Cardiology,nightmares_case_1_bradycardia,p2,Nightmares Case 1 Bradycardia.json,1,120,False,5,0.8333333333333334,True,bradycardia,bradycardia,False,0.9375,False,False,True,True,False,,25,25,40.0,15.0,False,False,75,75,80.0,5.0,True,True,45,45,50.0,5.0,True,True,18,18,18,0,True,True,99,99,99,0,True,True,37.0,37.0,37.0,0.0,True,True
Cardiology,nightmares_case_5_pulmonary_edema,p1,Nightmares Case 5 Pulmonary Edema.json,1,0,False,5,0.8333333333333334,True,sinus,sinus,False,0.9375,False,False,True,True,False,,105,105,105,0,True,True,180,160,180,20,False,False,100,100,100,0,True,True,24,24,24,0,True,True,83,87,88.0,1.0,True,True,36.5,36.5,36.5,0.0,True,True
Cardiology,nightmares_case_5_pulmonary_edema,p2,Nightmares Case 5 Pulmonary Edema.json,1,0,False,4,0.75,True,sinus,sinus,False,0.875,False,False,False,True,False,,105,105,105,0,True,True,180,160,180,20,False,False,100,100,100,0,True,True,24,24,24,0,True,True,83,89,98.0,9.0,False,True,36.5,36.5,36.5,0.0,True,True
Cardiology,nightmares_case_5_pulmonary_edema,p3,Nightmares Case 5 Pulmonary Edema.json,1,0,False,4,0.75,True,sinus,sinus,False,0.84375,False,False,False,False,False,,105,105,105,0,True,True,180,160,180,20,False,False,100,100,100,0,True,True,24,24,24,0,True,True,83,95,88.0,7.0,False,True,36.5,36.5,36.5,0.0,True,True
Cardiology,nightmares_case_6_ventricular_tachycardia,p1,Nightmares Case 6 Ventricular Tachycardia.json,1,0,False,5,0.9166666666666666,True,VT,VT,False,0.96875,False,True,True,True,False,,150,150,150,0,True,True,122,122,122,0,True,True,80,80,80,0,True,True,20,20,20,0,True,True,92,94,100.0,6.0,False,True,37.0,37.0,37.0,0.0,True,True
Cardiology,nightmares_case_6_ventricular_tachycardia,p2,Nightmares Case 6 Ventricular Tachycardia.json,0,180,False,3,0.5833333333333334,True,VT,VT,False,0.8125,False,False,True,False,False,,150,150,150.0,0.0,True,True,122,85,122,37,False,False,80,65,80,15,True,False,20,26,20,6,False,False,92,88,90.0,2.0,True,True,37.0,37.0,37.0,0.0,True,True
Cardiology,nightmares_case_6_ventricular_tachycardia,p3,Nightmares Case 6 Ventricular Tachycardia.json,0,180,False,2,0.4166666666666667,True,VT,VT,False,0.75,False,False,True,False,False,,150,150,150.0,0.0,True,True,85,0,85,85,False,False,65,0,65,65,False,False,26,0,26,26,False,False,88,0,86.0,86.0,False,True,37.0,37.0,37.0,0.0,True,True
