category,case_id,pair_id,file,n_actions,duration_s,pair_pass,partial_score,all_vitals_in_tol,all_dirs_match,all_interv_match,mech_match,drugs_match,error,HR_before,HR_actual,HR_predicted,HR_abs_err,HR_within_tol,HR_dir_match,BP_sys_before,BP_sys_actual,BP_sys_predicted,BP_sys_abs_err,BP_sys_within_tol,BP_sys_dir_match,BP_dia_before,BP_dia_actual,BP_dia_predicted,BP_dia_abs_err,BP_dia_within_tol,BP_dia_dir_match,RR_before,RR_actual,RR_predicted,RR_abs_err,RR_within_tol,RR_dir_match,O2Sat_before,O2Sat_actual,O2Sat_predicted,O2Sat_abs_err,O2Sat_within_tol,O2Sat_dir_match,T_before,T_actual,T_predicted,T_abs_err,T_within_tol,T_dir_match
Cardiology,agitation_and_aortic_dissection,p5,Agitation and Aortic Dissection.json,1,0,False,0.7575757575757576,False,False,False,True,True,,85,45,85.0,40.0,False,False,180,110,180.0,70.0,False,False,95,65,95.0,30.0,False,False,16,12,12.0,0.0,True,True,100,98,100.0,2.0,True,False,36.9,36.9,36.9,0.0,True,True
Cardiology,agitation_and_aortic_dissection,p6,Agitation and Aortic Dissection.json,0,300,False,0.6666666666666666,False,False,True,False,True,,130,180,130.0,50.0,False,False,240,0,240.0,240.0,False,False,120,0,120.0,120.0,False,False,24,0,24.0,24.0,False,False,96,0,96.0,96.0,False,False,36.9,36.9,36.9,0.0,True,True
Cardiology,agitation_and_aortic_dissection,p7,Agitation and Aortic Dissection.json,1,0,False,0.6666666666666666,False,False,True,False,True,,180,130,180.0,50.0,False,False,0,240,0.0,240.0,False,False,0,120,0.0,120.0,False,False,0,24,0.0,24.0,False,False,0,96,0,96,False,False,36.9,36.9,36.9,0.0,True,True
Cardiology,aortic_dissection,p1,Aortic Dissection.json,1,300,False,0.8484848484848485,False,False,True,False,True,,110,85,110.0,25.0,False,False,210,150,210.0,60.0,False,False,100,96,100.0,4.0,True,True,20,20,20.0,0.0,True,True,99,99,99.0,0.0,True,True,36.5,36.5,36.5,0.0,True,True
Cardiology,aortic_dissection,p2,Aortic Dissection.json,0,240,False,0.7878787878787878,False,False,True,False,True,,85,50,85.0,35.0,False,False,150,90,150.0,60.0,False,False,96,60,96.0,36.0,False,False,20,20,20.0,0.0,True,True,99,99,99.0,0.0,True,True,36.5,36.5,36.5,0.0,True,True
Cardiology,aortic_dissection,p3,Aortic Dissection.json,1,0,False,0.9696969696969697,True,False,True,True,True,,50,50,50.0,0.0,True,True,90,100,90.0,10.0,True,False,60,65,60.0,5.0,True,True,20,20,20.0,0.0,True,True,99,99,99.0,0.0,True,True,36.5,36.5,36.5,0.0,True,True
Cardiology,aortic_dissection,p4,Aortic Dissection.json,1,120,True,1.0,True,True,True,True,True,,50,50,50.0,0.0,True,True,100,100,100.0,0.0,True,True,65,65,65.0,0.0,True,True,20,20,20.0,0.0,True,True,99,99,99.0,0.0,True,True,36.5,36.5,36.5,0.0,True,True
Cardiology,aortic_dissection,p5,Aortic Dissection.json,0,180,False,0.7878787878787878,False,False,True,True,True,,50,40,50.0,10.0,True,False,100,70,100.0,30.0,False,False,65,30,65.0,35.0,False,False,20,12,20.0,8.0,False,False,99,99,99.0,0.0,True,True,36.5,36.5,36.5,0.0,True,True
Cardiology,aortic_dissection,p6,Aortic Dissection.json,1,0,False,0.8181818181818182,False,False,True,True,True,,40,80,40.0,40.0,False,False,70,90,70.0,20.0,False,False,30,50,30.0,20.0,False,False,12,12,12.0,0.0,True,True,99,99,99.0,0.0,True,True,36.5,36.5,36.5,0.0,True,True
Cardiology,aortic_dissection,p7,Aortic Dissection.json,1,120,False,0.6666666666666666,False,False,True,False,True,,110,0,110.0,110.0,False,False,210,0,210.0,210.0,False,False,100,0,100.0,100.0,False,False,20,0,20.0,20.0,False,False,99,0,99.0,99.0,False,False,36.5,36.5,36.5,0.0,True,True
Cardiology,aortic_stenosis_with_afib_and_chf,p1,Aortic Stenosis with A Fib and CHF.json,1,0,False,0.8181818181818182,False,False,True,True,True,,150,150,150.0,0.0,True,True,105,80,105.0,25.0,False,False,50,60,50.0,10.0,True,False,30,20,30.0,10.0,False,False,95,98,95.0,3.0,True,False,36.6,36.6,36.6,0.0,True,True
Cardiology,aortic_stenosis_with_afib_and_chf,p2,Aortic Stenosis with A Fib and CHF.json,1,0,False,0.9393939393939394,True,False,True,True,True,,150,145,150.0,5.0,True,False,80,85,80.0,5.0,True,True,60,65,60.0,5.0,True,True,20,20,20.0,0.0,True,True,98,96,98.0,2.0,True,False,36.6,36.6,36.6,0.0,True,True
Cardiology,aortic_stenosis_with_afib_and_chf,p3,Aortic Stenosis with A Fib and CHF.json,1,0,False,0.9090909090909091,False,False,True,True,True,,145,140,145.0,5.0,True,False,85,90,85.0,5.0,True,True,65,70,65.0,5.0,True,True,20,20,20.0,0.0,True,True,96,90,96.0,6.0,False,False,36.6,36.6,36.6,0.0,True,True
Cardiology,aortic_stenosis_with_afib_and_chf,p4,Aortic Stenosis with A Fib and CHF.json,1,300,False,0.8787878787878788,False,False,True,False,True,,140,100,140.0,40.0,False,False,90,100,90.0,10.0,True,False,70,75,70.0,5.0,True,True,20,20,20.0,0.0,True,True,90,90,90.0,0.0,True,True,36.6,36.6,36.6,0.0,True,True
Cardiology,aortic_stenosis_with_afib_and_chf,p5,Aortic Stenosis with A Fib and CHF.json,1,0,False,0.7878787878787878,False,False,True,False,True,,150,82,150.0,68.0,False,False,80,100,80.0,20.0,False,False,60,80,60.0,20.0,False,False,20,20,20.0,0.0,True,True,98,98,98.0,0.0,True,True,36.6,36.6,36.6,0.0,True,True
Cardiology,aortic_stenosis_with_afib_and_chf,p6,Aortic Stenosis with A Fib and CHF.json,0,120,False,0.8484848484848485,False,False,False,False,True,,100,90,100.0,10.0,True,False,100,100,100.0,0.0,True,True,75,80,75.0,5.0,True,True,20,30,20.0,10.0,False,False,90,90,90.0,0.0,True,True,36.6,36.6,36.6,0.0,True,True
Cardiology,aortic_stenosis_with_afib_and_chf,p7,Aortic Stenosis with A Fib and CHF.json,1,1800,False,0.9696969696969697,True,True,True,False,True,,90,90,90.0,0.0,True,True,100,100,100.0,0.0,True,True,80,80,80.0,0.0,True,True,30,30,30.0,0.0,True,True,90,90,90.0,0.0,True,True,36.6,36.6,36.6,0.0,True,True
Cardiology,aortic_stenosis_with_afib_and_chf,p8,Aortic Stenosis with A Fib and CHF.json,1,180,False,0.8484848484848485,False,False,True,True,False,,90,90,90.0,0.0,True,True,100,70,100.0,30.0,False,False,80,40,80.0,40.0,False,False,30,30,30.0,0.0,True,True,90,90,90.0,0.0,True,True,36.6,36.6,36.6,0.0,True,True
Cardiology,beta_blocker_toxicity,p1,Beta Blocker Toxicity.json,0,300,False,0.7575757575757576,False,False,True,False,True,,90,45,90.0,45.0,False,False,120,90,120.0,30.0,False,False,75,45,75.0,30.0,False,False,15,18,15.0,3.0,True,False,97,98,97.0,1.0,True,True,36.7,36.7,36.7,0.0,True,True
Cardiology,beta_blocker_toxicity,p2,Beta Blocker Toxicity.json,1,120,True,1.0,True,True,True,True,True,,45,45,45.0,0.0,True,True,90,90,90.0,0.0,True,True,45,45,45.0,0.0,True,True,18,18,18.0,0.0,True,True,98,98,98.0,0.0,True,True,36.7,36.7,36.7,0.0,True,True
Cardiology,beta_blocker_toxicity,p3,Beta Blocker Toxicity.json,1,0,True,1.0,True,True,True,True,True,,45,48,45.0,3.0,True,True,90,95,90.0,5.0,True,True,45,50,45.0,5.0,True,True,18,18,18.0,0.0,True,True,98,98,98.0,0.0,True,True,36.7,36.7,36.7,0.0,True,True
Cardiology,beta_blocker_toxicity,p4,Beta Blocker Toxicity.json,1,600,True,1.0,True,True,True,True,True,,48,48,48.0,0.0,True,True,95,95,95.0,0.0,True,True,50,50,50.0,0.0,True,True,18,18,18.0,0.0,True,True,98,98,98.0,0.0,True,True,36.7,36.7,36.7,0.0,True,True
Cardiology,beta_blocker_toxicity,p5,Beta Blocker Toxicity.json,0,600,False,0.8787878787878788,True,False,True,False,True,,48,50,48.0,2.0,True,True,95,88,95.0,7.0,True,False,50,42,50.0,8.0,True,False,18,18,18.0,0.0,True,True,98,96,98.0,2.0,True,False,36.7,36.7,36.7,0.0,True,True
Cardiology,beta_blocker_toxicity,p6,Beta Blocker Toxicity.json,1,120,True,1.0,True,True,True,True,True,,50,52,50.0,2.0,True,True,88,90,88.0,2.0,True,True,42,45,42.0,3.0,True,True,18,18,18.0,0.0,True,True,96,96,96.0,0.0,True,True,36.7,36.7,36.7,0.0,True,True
Cardiology,beta_blocker_toxicity,p7,Beta Blocker Toxicity.json,1,600,True,1.0,True,True,True,True,True,,52,52,52.0,0.0,True,True,90,90,90.0,0.0,True,True,45,45,45.0,0.0,True,True,18,18,18.0,0.0,True,True,96,96,96.0,0.0,True,True,36.7,36.7,36.7,0.0,True,True
Cardiology,beta_blocker_toxicity,p8,Beta Blocker Toxicity.json,0,900,False,0.7575757575757576,False,False,True,True,True,,52,30,52.0,22.0,False,False,90,65,90.0,25.0,False,False,45,30,45.0,15.0,True,False,18,14,18.0,4.0,True,False,96,90,96.0,6.0,False,False,36.7,36.7,36.7,0.0,True,True
Cardiology,beta_blocker_toxicity,p9,Beta Blocker Toxicity.json,1,1800,False,0.6666666666666666,False,False,True,False,False,,30,55,30.0,25.0,False,False,65,95,65.0,30.0,False,False,30,55,29.999999999999993,25.000000000000007,False,False,14,16,14.0,2.0,True,False,90,95,90.0,5.0,False,False,36.7,36.7,36.7,0.0,True,True
Cardiology,covid19_ohca,p1,COVID-19 Out-of-Hospital Cardiac Arrest.json,1,0,False,0.7272727272727273,False,False,False,False,True,,0,110,80.0,30.0,False,True,0,80,0.0,80.0,False,False,0,60,0.0,60.0,False,False,12,12,12.0,0.0,True,True,0,92,0,92,False,False,38.4,38.4,38.4,0.0,True,True
Cardiology,covid19_ohca,p2,COVID-19 Out-of-Hospital Cardiac Arrest.json,1,120,False,0.9393939393939394,True,False,True,True,True,,110,110,110.0,0.0,True,True,80,95,80.0,15.0,True,False,60,75,60.0,15.0,True,False,12,12,12.0,0.0,True,True,92,92,92.0,0.0,True,True,38.4,38.4,38.4,0.0,True,True
Cardiology,covid19_ohca,p3,COVID-19 Out-of-Hospital Cardiac Arrest.json,1,0,False,0.9393939393939394,True,False,False,True,True,,110,110,110.0,0.0,True,True,95,95,95.0,0.0,True,True,75,75,75.0,0.0,True,True,12,12,12.0,0.0,True,True,92,95,92.0,3.0,True,False,38.4,38.4,38.4,0.0,True,True
Cardiology,covid19_stemi_with_vf_arrest,p1,COVID-19 STEMI with VF Arrest.json,1,300,True,1.0,True,True,True,True,True,,88,88,88.0,0.0,True,True,108,108,108.0,0.0,True,True,70,70,70.0,0.0,True,True,18,18,18.0,0.0,True,True,98,98,98.0,0.0,True,True,36.8,36.8,36.8,0.0,True,True
Cardiology,covid19_stemi_with_vf_arrest,p2,COVID-19 STEMI with VF Arrest.json,0,360,False,0.6363636363636364,False,False,True,False,True,,88,0,88.0,88.0,False,False,108,0,108.0,108.0,False,False,70,0,70.0,70.0,False,False,18,0,18.0,18.0,False,False,98,0,98.0,98.0,False,False,36.8,36.8,36.8,0.0,True,True
Cardiology,covid19_stemi_with_vf_arrest,p3,COVID-19 STEMI with VF Arrest.json,1,0,False,0.9393939393939394,False,False,True,True,True,,0,0,80.0,80.0,False,False,0,0,0.0,0.0,True,True,0,0,0.0,0.0,True,True,0,0,0.0,0.0,True,True,0,0,0,0,True,True,36.8,36.8,36.8,0.0,True,True
Cardiology,covid19_stemi_with_vf_arrest,p4,COVID-19 STEMI with VF Arrest.json,1,0,True,1.0,True,True,True,True,True,,0,0,0.0,0.0,True,True,0,0,0.0,0.0,True,True,0,0,0.0,0.0,True,True,0,0,0.0,0.0,True,True,0,0,0,0,True,True,36.8,36.8,36.8,0.0,True,True
Cardiology,covid19_stemi_with_vf_arrest,p5,COVID-19 STEMI with VF Arrest.json,1,60,True,1.0,True,True,True,True,True,,0,0,0.0,0.0,True,True,0,0,0.0,0.0,True,True,0,0,0.0,0.0,True,True,0,0,0.0,0.0,True,True,0,0,0,0,True,True,36.8,36.8,36.8,0.0,True,True
Cardiology,covid19_stemi_with_vf_arrest,p6,COVID-19 STEMI with VF Arrest.json,1,0,False,0.6666666666666666,False,False,False,False,True,,0,92,80.0,12.0,False,True,0,105,0.0,105.0,False,False,0,60,0.0,60.0,False,False,0,10,0.0,10.0,False,False,0,92,0,92,False,False,36.8,36.8,36.8,0.0,True,True
Cardiology,covid19_stemi_with_vf_arrest,p7,COVID-19 STEMI with VF Arrest.json,1,0,False,0.9090909090909091,False,False,False,True,True,,92,92,92.0,0.0,True,True,105,105,105.0,0.0,True,True,60,60,60.0,0.0,True,True,10,12,12.0,0.0,True,True,92,98,92.0,6.0,False,False,36.8,36.8,36.8,0.0,True,True
Cardiology,chest_pain_on_the_ward,p1,Chest Pain on the Ward.json,1,0,False,0.9696969696969697,True,False,True,True,True,,98,98,98.0,0.0,True,True,175,175,175.0,0.0,True,True,60,60,60.000000000000014,1.4210854715202004e-14,True,True,20,20,20.0,0.0,True,True,91,93,91.0,2.0,True,False,36.7,36.7,36.7,0.0,True,True
Cardiology,chest_pain_on_the_ward,p2,Chest Pain on the Ward.json,0,120,False,0.8787878787878788,False,False,True,True,True,,98,101,98.0,3.0,True,True,175,179,175.0,4.0,True,True,60,90,60.000000000000014,29.999999999999986,False,False,20,30,20.0,10.0,False,False,93,93,93.0,0.0,True,True,36.7,36.7,36.7,0.0,True,True
Cardiology,chest_pain_on_the_ward,p3,Chest Pain on the Ward.json,1,180,False,0.9696969696969697,True,True,True,True,False,,101,101,101.0,0.0,True,True,179,179,179.0,0.0,True,True,90,90,90.0,0.0,True,True,30,30,30.0,0.0,True,True,93,93,93.0,0.0,True,True,36.7,36.7,36.7,0.0,True,True
Cardiology,chest_pain_on_the_ward,p4,Chest Pain on the Ward.json,1,1800,True,1.0,True,True,True,True,True,,101,101,101.0,0.0,True,True,179,179,179.0,0.0,True,True,90,90,90.0,0.0,True,True,30,30,30.0,0.0,True,True,93,93,93.0,0.0,True,True,36.7,36.7,36.7,0.0,True,True
Cardiology,chest_pain_on_the_ward,p5,Chest Pain on the Ward.json,0,480,False,0.7878787878787878,False,False,True,False,True,,101,98,101.0,3.0,True,True,179,160,179.0,19.0,False,False,90,85,90.0,5.0,True,True,30,40,30.0,10.0,False,False,93,88,93.0,5.0,False,False,36.7,36.7,36.7,0.0,True,True
Cardiology,chest_pain_on_the_ward,p6,Chest Pain on the Ward.json,1,0,False,0.8787878787878788,False,False,True,True,True,,98,98,98.0,0.0,True,True,160,160,160.0,0.0,True,True,85,85,85.0,0.0,True,True,40,30,40.0,10.0,False,False,88,93,88.0,5.0,False,False,36.7,36.7,36.7,0.0,True,True
Cardiology,chest_pain_on_the_ward,p7,Chest Pain on the Ward.json,1,300,False,0.9696969696969697,True,True,True,False,True,,98,98,98.0,0.0,True,True,160,160,160.0,0.0,True,True,85,85,85.0,0.0,True,True,30,30,30.0,0.0,True,True,93,93,93.0,0.0,True,True,36.7,36.7,36.7,0.0,True,True
Cardiology,coarctation_of_the_aorta,p1,Coarctation of the Aorta.json,1,0,True,1.0,True,True,True,True,True,,180,180,180.0,0.0,True,True,80,80,80.0,0.0,True,True,40,40,40.0,0.0,True,True,50,50,50.0,0.0,True,True,94,94,94.0,0.0,True,True,36.0,36.0,36.0,0.0,True,True
Cardiology,coarctation_of_the_aorta,p2,Coarctation of the Aorta.json,1,300,True,1.0,True,True,True,True,True,,180,180,180.0,0.0,True,True,80,80,80.0,0.0,True,True,40,40,40.0,0.0,True,True,50,50,50.0,0.0,True,True,94,94,94.0,0.0,True,True,36.0,36.0,36.0,0.0,True,True
Cardiology,coarctation_of_the_aorta,p3,Coarctation of the Aorta.json,0,300,False,0.8181818181818182,False,False,True,True,True,,180,190,180.0,10.0,True,False,80,65,80.0,15.0,True,False,40,35,40.0,5.0,True,True,50,25,50.0,25.0,False,False,94,98,94.0,4.0,False,False,36.0,36.0,36.0,0.0,True,True
Cardiology,coarctation_of_the_aorta,p4,Coarctation of the Aorta.json,1,0,False,0.9393939393939394,True,False,True,True,True,,190,185,190.0,5.0,True,False,65,58,65.0,7.0,True,False,35,40,35.0,5.0,True,True,25,25,25.0,0.0,True,True,98,98,98.0,0.0,True,True,36.0,36.0,36.0,0.0,True,True
Cardiology,coarctation_of_the_aorta,p5,Coarctation of the Aorta.json,1,120,True,1.0,True,True,True,True,True,,185,185,185.0,0.0,True,True,58,58,57.99999999999999,7.105427357601002e-15,True,True,40,40,39.99999999999999,7.105427357601002e-15,True,True,25,25,25.0,0.0,True,True,98,98,98.0,0.0,True,True,36.0,36.0,36.0,0.0,True,True
Cardiology,coarctation_of_the_aorta,p6,Coarctation of the Aorta.json,0,60,False,0.8181818181818182,False,False,True,True,True,,185,170,185.0,15.0,False,False,58,55,57.99999999999999,2.999999999999993,True,True,40,40,39.99999999999999,7.105427357601002e-15,True,True,25,3,25.0,22.0,False,False,98,90,98.0,8.0,False,False,36.0,36.0,36.0,0.0,True,True
Cardiology,coarctation_of_the_aorta,p7,Coarctation of the Aorta.json,1,0,False,0.6666666666666666,False,False,False,False,True,,170,150,170.0,20.0,False,False,55,80,55.0,25.0,False,False,40,40,40.0,0.0,True,True,3,20,12.0,8.0,False,True,90,99,90.0,9.0,False,False,36.0,36.0,36.0,0.0,True,True
Cardiology,coarctation_of_the_aorta,p8,Coarctation of the Aorta.json,0,180,False,0.7878787878787878,False,False,True,False,True,,180,190,180.0,10.0,True,False,80,90,80.0,10.0,True,False,40,50,40.0,10.0,True,False,50,10,50.0,40.0,False,False,94,97,94.0,3.0,True,False,36.0,36.0,36.0,0.0,True,True
Cardiology,cocaine_induced_aortic_dissection,p1,Cocaine-induced Aortic Dissection.json,0,120,True,1.0,True,True,True,True,True,,110,110,110.0,0.0,True,True,191,191,191.0,0.0,True,True,100,100,100.0,0.0,True,True,28,28,28.0,0.0,True,True,95,95,95.0,0.0,True,True,37.8,37.8,37.8,0.0,True,True
Cardiology,cocaine_induced_aortic_dissection,p2,Cocaine-induced Aortic Dissection.json,1,180,False,0.7878787878787878,False,False,True,False,True,,110,80,110.0,30.0,False,False,191,150,191.0,41.0,False,False,100,80,100.0,20.0,False,False,28,28,28.0,0.0,True,True,95,95,95.0,0.0,True,True,37.8,37.8,37.8,0.0,True,True
Cardiology,cocaine_induced_aortic_dissection,p3,Cocaine-induced Aortic Dissection.json,1,120,False,0.8181818181818182,False,False,True,True,True,,80,60,80.0,20.0,False,False,150,100,150.0,50.0,False,False,80,60,80.0,20.0,False,False,28,28,28.0,0.0,True,True,95,95,95.0,0.0,True,True,37.8,37.8,37.8,0.0,True,True
Cardiology,cocaine_induced_aortic_dissection,p4,Cocaine-induced Aortic Dissection.json,0,600,False,0.7272727272727273,False,False,True,False,True,,60,130,60.0,70.0,False,False,100,63,100.0,37.0,False,False,60,40,60.0,20.0,False,False,28,28,28.0,0.0,True,True,95,92,95.0,3.0,True,False,37.8,37.8,37.8,0.0,True,True
Cardiology,cocaine_induced_aortic_dissection,p5,Cocaine-induced Aortic Dissection.json,1,0,False,0.7272727272727273,False,False,True,False,True,,130,110,130.0,20.0,False,False,63,95,63.0,32.0,False,False,40,60,40.0,20.0,False,False,28,24,28.0,4.0,True,False,92,95,92.0,3.0,True,False,37.8,37.8,37.8,0.0,True,True
Cardiology,dysrhythmia_secondary_to_hyperkalemia,p1,Dysrhythmia Secondary to Hyperkalemia.json,1,120,False,0.9090909090909091,False,False,True,False,True,,50,70,50.0,20.0,False,False,92,92,92.0,0.0,True,True,65,65,65.0,0.0,True,True,20,20,20.0,0.0,True,True,97,97,97.0,0.0,True,True,36.4,36.4,36.4,0.0,True,True
Cardiology,dysrhythmia_secondary_to_hyperkalemia,p2,Dysrhythmia Secondary to Hyperkalemia.json,1,0,False,0.9696969696969697,True,False,True,True,True,,70,70,70.0,0.0,True,True,92,102,92.0,10.0,True,False,65,67,65.0,2.0,True,True,20,20,20.0,0.0,True,True,97,97,97.0,0.0,True,True,36.4,36.4,36.4,0.0,True,True
Cardiology,dysrhythmia_secondary_to_hyperkalemia,p3,Dysrhythmia Secondary to Hyperkalemia.json,0,120,False,0.9696969696969697,True,False,True,True,True,,70,70,70.0,0.0,True,True,102,105,102.0,3.0,True,True,67,70,67.0,3.0,True,True,20,16,20.0,4.0,True,False,97,97,97.0,0.0,True,True,36.4,36.4,36.4,0.0,True,True
Cardiology,dysrhythmia_secondary_to_hyperkalemia,p4,Dysrhythmia Secondary to Hyperkalemia.json,1,600,False,0.9090909090909091,False,False,True,False,True,,70,90,70.0,20.0,False,False,105,105,105.0,0.0,True,True,70,70,70.0,0.0,True,True,16,16,16.0,0.0,True,True,97,97,97.0,0.0,True,True,36.4,36.4,36.4,0.0,True,True
Cardiology,dysrhythmia_secondary_to_hyperkalemia,p5,Dysrhythmia Secondary to Hyperkalemia.json,1,600,True,1.0,True,True,True,True,True,,90,90,90.0,0.0,True,True,105,105,105.0,0.0,True,True,70,70,70.0,0.0,True,True,16,16,16.0,0.0,True,True,97,97,97.0,0.0,True,True,36.4,36.4,36.4,0.0,True,True
Cardiology,dysrhythmia_secondary_to_hyperkalemia,p6,Dysrhythmia Secondary to Hyperkalemia.json,0,180,False,0.6666666666666666,False,False,True,False,True,,50,0,50.0,50.0,False,False,92,0,92.0,92.0,False,False,65,0,65.0,65.0,False,False,20,0,20.0,20.0,False,False,97,0,97.0,97.0,False,False,36.4,36.4,36.4,0.0,True,True
Cardiology,electrical_storm,p1,Electrical Storm.json,1,0,False,0.9393939393939394,False,False,True,True,True,,0,0,80.0,80.0,False,False,0,0,0.0,0.0,True,True,0,0,0.0,0.0,True,True,0,0,0.0,0.0,True,True,78,78,78.0,0.0,True,True,35.6,35.6,35.6,0.0,True,True
Cardiology,electrical_storm,p2,Electrical Storm.json,1,60,True,1.0,True,True,True,True,True,,0,0,0.0,0.0,True,True,0,0,0.0,0.0,True,True,0,0,0.0,0.0,True,True,0,0,0.0,0.0,True,True,78,78,78,0,True,True,35.6,35.6,35.6,0.0,True,True
Cardiology,electrical_storm,p3,Electrical Storm.json,1,300,True,1.0,True,True,True,True,True,,0,0,0.0,0.0,True,True,0,0,0.0,0.0,True,True,0,0,0.0,0.0,True,True,0,0,0.0,0.0,True,True,78,78,78,0,True,True,35.6,35.6,35.6,0.0,True,True
Cardiology,electrical_storm,p4,Electrical Storm.json,0,120,False,0.9696969696969697,True,True,True,False,True,,0,0,0.0,0.0,True,True,0,0,0.0,0.0,True,True,0,0,0.0,0.0,True,True,0,0,0.0,0.0,True,True,78,78,78,0,True,True,35.6,35.6,35.6,0.0,True,True
Cardiology,electrical_storm,p5,Electrical Storm.json,1,120,True,1.0,True,True,True,True,True,,0,0,0.0,0.0,True,True,0,0,0.0,0.0,True,True,0,0,0.0,0.0,True,True,0,0,0.0,0.0,True,True,78,78,78,0,True,True,35.6,35.6,35.6,0.0,True,True
Cardiology,electrical_storm,p6,Electrical Storm.json,1,0,False,0.48484848484848486,False,False,False,False,True,,0,110,0.0,110.0,False,False,0,100,0.0,100.0,False,False,0,60,0.0,60.0,False,False,0,12,0.0,12.0,False,False,78,90,78,12,False,False,35.6,35.6,35.6,0.0,True,True
Cardiology,electrical_storm,p7,Electrical Storm.json,1,0,True,1.0,True,True,True,True,True,,110,110,110.0,0.0,True,True,100,100,100.0,0.0,True,True,60,60,60.0,0.0,True,True,12,12,12.0,0.0,True,True,90,90,90.0,0.0,True,True,35.6,35.6,35.6,0.0,True,True
