category,case_id,pair_id,file,n_actions,duration_s,vitals_pair_pass,rhythm_pair_pass,rhythm_predicted,rhythm_actual,pair_pass,partial_score,all_vitals_in_tol,all_dirs_match,all_interv_match,mech_match,combined_pair_pass,error,HR_before,HR_actual,HR_predicted,HR_abs_err,HR_within_tol,HR_dir_match,BP_sys_before,BP_sys_actual,BP_sys_predicted,BP_sys_abs_err,BP_sys_within_tol,BP_sys_dir_match,BP_dia_before,BP_dia_actual,BP_dia_predicted,BP_dia_abs_err,BP_dia_within_tol,BP_dia_dir_match,RR_before,RR_actual,RR_predicted,RR_abs_err,RR_within_tol,RR_dir_match,O2Sat_before,O2Sat_actual,O2Sat_predicted,O2Sat_abs_err,O2Sat_within_tol,O2Sat_dir_match,T_before,T_actual,T_predicted,T_abs_err,T_within_tol,T_dir_match
Cardiology,aortic_dissection,p3,Aortic Dissection.json,1,600,False,False,sinus,bradycardia,False,0.9375,True,False,False,True,False,,50,50,50.0,0.0,True,True,90,100,90.7032856847414,9.296714315258598,True,False,60,65,60.46885712316093,4.53114287683907,True,True,20,20,20.0,0.0,True,True,99,99,98.8,0.20000000000000284,True,True,36.5,36.5,36.5,0.0,True,True
Cardiology,aortic_dissection,p4,Aortic Dissection.json,1,120,True,False,sinus,bradycardia,True,1.0,True,True,True,True,False,,50,50,51.954319936868494,1.9543199368684938,True,True,90,90,90.0,0.0,True,True,60,60,60.0,0.0,True,True,20,20,20.0,0.0,True,True,99,99,99.0,0.0,True,True,36.5,36.5,36.5,0.0,True,True
Cardiology,aortic_dissection,p5,Aortic Dissection.json,0,180,False,False,sinus,bradycardia,False,0.78125,False,False,True,True,False,,50,40,50.0,10.0,True,False,90,70,90.0,20.0,False,False,60,30,60.0,30.0,False,False,20,12,20.0,8.0,False,False,99,99,98.94,0.060000000000002274,True,True,36.5,36.5,36.5,0.0,True,True
Cardiology,aortic_dissection,p6,Aortic Dissection.json,1,0,False,True,sinus,sinus,False,0.875,False,False,True,True,False,,40,80,80.0,0.0,True,True,70,90,70.0,20.0,False,False,30,50,30.0,20.0,False,False,12,12,12.0,0.0,True,True,99,99,99.0,0.0,True,True,36.5,36.5,36.5,0.0,True,True
Cardiology,aortic_dissection,p7,Aortic Dissection.json,1,120,False,False,sinus,asystole,False,0.65625,False,False,True,False,False,,110,0,110.0,110.0,False,False,210,0,210.0,210.0,False,False,100,0,100.0,100.0,False,False,20,0,20.0,20.0,False,False,99,0,99.0,99.0,False,False,36.5,36.5,36.5,0.0,True,True
Cardiology,aortic_stenosis_with_afib_and_chf,p1,Aortic Stenosis with A Fib and CHF.json,1,300,False,True,sinus,sinus,False,0.90625,True,False,False,True,False,,150,145,150.0,5.0,True,False,80,85,80.14110829794205,4.858891702057946,True,True,60,65,60.10583122345653,4.8941687765434665,True,True,20,20,20.0,0.0,True,True,98,96,97.55000000000001,1.5500000000000114,True,False,36.6,36.6,36.6,0.0,True,True
Cardiology,aortic_stenosis_with_afib_and_chf,p2,Aortic Stenosis with A Fib and CHF.json,1,600,False,True,sinus,sinus,False,0.8125,False,False,False,True,False,,150,140,150.0,10.0,True,False,80,90,80.55328368933806,9.446716310661941,True,False,60,70,60.414962767003544,9.585037232996456,True,False,20,20,20.0,0.0,True,True,98,90,97.10000000000001,7.1000000000000085,False,False,36.6,36.6,36.6,0.0,True,True
Cardiology,aortic_stenosis_with_afib_and_chf,p3,Aortic Stenosis with A Fib and CHF.json,1,300,False,True,sinus,sinus,False,0.8125,False,False,True,False,False,,150,100,148.02297195929418,48.02297195929418,False,False,80,100,80.0,20.0,False,False,60,75,60.0,15.0,True,False,20,20,20.0,0.0,True,True,98,98,98.0,0.0,True,True,36.6,36.6,36.6,0.0,True,True
Cardiology,aortic_stenosis_with_afib_and_chf,p4,Aortic Stenosis with A Fib and CHF.json,1,600,False,True,sinus,sinus,False,0.84375,False,False,True,False,False,,150,140,150.0,10.0,True,False,80,100,80.0,20.0,False,False,60,75,60.0,15.0,True,False,20,20,20.0,0.0,True,True,98,98,98.0,0.0,True,True,36.6,36.6,36.6,0.0,True,True
Cardiology,aortic_stenosis_with_afib_and_chf,p5,Aortic Stenosis with A Fib and CHF.json,1,120,False,True,sinus,sinus,False,0.90625,False,False,True,False,False,,150,100,142.0,42.0,False,True,80,70,77.5,7.5,True,False,60,60,57.5,2.5,True,True,20,20,20.0,0.0,True,True,98,98,98.0,0.0,True,True,36.6,36.6,36.6,0.0,True,True
Cardiology,aortic_stenosis_with_afib_and_chf,p6,Aortic Stenosis with A Fib and CHF.json,1,120,False,True,sinus,sinus,False,0.78125,False,False,True,False,False,,150,82,150.0,68.0,False,False,80,100,80.0,20.0,False,False,60,80,60.0,20.0,False,False,20,20,20.0,0.0,True,True,98,98,97.82000000000001,0.1799999999999926,True,True,36.6,36.6,36.6,0.0,True,True
Cardiology,aortic_stenosis_with_afib_and_chf,p7,Aortic Stenosis with A Fib and CHF.json,1,180,False,True,sinus,sinus,False,0.9375,False,True,True,True,False,,90,90,90.0,0.0,True,True,100,70,94.1424266118353,24.142426611835305,False,True,80,40,74.16969349822796,34.16969349822796,False,True,30,30,30.0,0.0,True,True,90,90,90.0,0.0,True,True,36.6,36.6,36.6,0.0,True,True
Cardiology,beta_blocker_toxicity,p1,Beta Blocker Toxicity.json,0,300,False,False,sinus,bradycardia,False,0.75,False,False,True,False,False,,90,45,90.0,45.0,False,False,120,90,120.0,30.0,False,False,75,45,75.0,30.0,False,False,15,18,15.0,3.0,True,False,97,98,97.0,1.0,True,True,36.7,36.7,36.7,0.0,True,True
Cardiology,beta_blocker_toxicity,p2,Beta Blocker Toxicity.json,1,120,True,True,bradycardia,bradycardia,True,1.0,True,True,True,True,True,,45,45,45.0,0.0,True,True,90,90,90.0,0.0,True,True,45,45,45.0,0.0,True,True,18,18,18.0,0.0,True,True,98,98,98.0,0.0,True,True,36.7,36.7,36.7,0.0,True,True
Cardiology,beta_blocker_toxicity,p3,Beta Blocker Toxicity.json,0,600,False,True,bradycardia,bradycardia,False,0.90625,True,False,True,False,False,,45,50,45.0,5.0,True,False,90,88,90.0,2.0,True,True,45,42,45.0,3.0,True,True,18,18,18.0,0.0,True,True,99,96,99.0,3.0,True,False,36.7,36.7,36.7,0.0,True,True
Cardiology,beta_blocker_toxicity,p4,Beta Blocker Toxicity.json,0,900,False,True,bradycardia,bradycardia,False,0.90625,False,False,True,True,False,,50,30,35.0,5.0,True,True,88,65,70.2098645527752,5.209864552775201,True,True,42,30,33.5092535365518,3.509253536551803,True,True,18,14,18.0,4.0,True,False,96,90,96.0,6.0,False,False,36.7,36.7,36.7,0.0,True,True
Cardiology,covid19_ohca,p1,COVID-19 Out-of-Hospital Cardiac Arrest.json,1,0,False,True,sinus,sinus,False,0.875,False,False,True,False,False,,0,110,80.0,30.0,False,True,0,80,76.80000000000001,3.1999999999999886,True,True,0,60,51.20000000000001,8.79999999999999,True,True,12,12,12.0,0.0,True,True,0,92,0,92,False,False,38.4,38.4,38.4,0.0,True,True
Cardiology,covid19_ohca,p2,COVID-19 Out-of-Hospital Cardiac Arrest.json,1,120,False,True,sinus,sinus,False,0.9375,True,False,True,True,False,,110,110,110.0,0.0,True,True,80,95,80.0,15.0,True,False,60,75,60.0,15.0,True,False,12,12,12.0,0.0,True,True,92,92,92.0,0.0,True,True,38.4,38.4,38.4,0.0,True,True
Cardiology,covid19_stemi_with_vf_arrest,p1,COVID-19 STEMI with VF Arrest.json,0,360,False,False,sinus,VF,False,0.625,False,False,True,False,False,,88,0,88.0,88.0,False,False,108,0,108.0,108.0,False,False,70,0,70.0,70.0,False,False,18,0,18.0,18.0,False,False,98,0,98.0,98.0,False,False,36.8,36.8,36.8,0.0,True,True
Cardiology,covid19_stemi_with_vf_arrest,p3,COVID-19 STEMI with VF Arrest.json,1,360,False,True,sinus,sinus,False,0.78125,False,False,True,False,False,,0,92,80.0,12.0,False,True,0,105,76.80000000000001,28.19999999999999,False,True,0,60,51.20000000000001,8.79999999999999,True,True,0,10,0.0,10.0,False,False,0,92,0,92,False,False,36.8,36.8,36.8,0.0,True,True
Cardiology,chest_pain_on_the_ward,p1,Chest Pain on the Ward.json,1,0,True,True,sinus,sinus,True,1.0,True,True,True,True,True,,98,98,98.0,0.0,True,True,175,175,175.0,0.0,True,True,60,60,60.000000000000014,1.4210854715202004e-14,True,True,20,20,20.0,0.0,True,True,91,93,93.28,0.28000000000000114,True,True,36.7,36.7,36.7,0.0,True,True
Cardiology,chest_pain_on_the_ward,p4,Chest Pain on the Ward.json,0,480,False,True,sinus,sinus,False,0.84375,False,False,True,False,False,,101,98,101.0,3.0,True,True,179,160,179.0,19.0,False,False,90,85,90.0,5.0,True,True,30,30,30.0,0.0,True,True,93,88,93.0,5.0,False,False,36.7,36.7,36.7,0.0,True,True
Cardiology,coarctation_of_the_aorta,p1,Coarctation of the Aorta.json,1,0,False,True,sinus,sinus,False,0.96875,True,False,True,True,False,,180,180,180.0,0.0,True,True,80,80,80.0,0.0,True,True,40,40,40.0,0.0,True,True,50,50,50.0,0.0,True,True,94,94,95.84,1.8400000000000034,True,False,36.0,36.0,36.0,0.0,True,True
Cardiology,coarctation_of_the_aorta,p2,Coarctation of the Aorta.json,0,180,False,True,sinus,sinus,False,0.8125,False,False,True,True,False,,180,190,181.2,8.800000000000011,True,False,80,90,77.6,12.400000000000006,True,False,40,50,38.8,11.200000000000003,True,False,50,10,50.0,40.0,False,False,94,97,94.0,3.0,True,False,36.0,36.0,36.0,0.0,True,True
Cardiology,coarctation_of_the_aorta,p3,Coarctation of the Aorta.json,0,300,False,True,sinus,sinus,False,0.8125,False,False,True,True,False,,180,190,181.99999999999994,8.000000000000057,True,False,80,65,76.0,11.0,True,False,40,35,38.0,3.0,True,True,50,25,50.0,25.0,False,False,94,98,94.0,4.0,False,False,36.0,36.0,36.0,0.0,True,True
Cardiology,coarctation_of_the_aorta,p4,Coarctation of the Aorta.json,1,1200,False,True,sinus,sinus,False,0.875,False,False,False,True,False,,190,185,197.99999999999983,12.99999999999983,False,False,65,58,53.16999999999986,4.83000000000014,True,True,35,40,28.629999999999924,11.370000000000076,True,False,25,25,25.0,0.0,True,True,98,98,98.0,0.0,True,True,36.0,36.0,36.0,0.0,True,True
Cardiology,coarctation_of_the_aorta,p5,Coarctation of the Aorta.json,1,1200,False,True,sinus,sinus,False,0.84375,False,False,False,True,False,,185,180,192.99999999999983,12.99999999999983,False,False,58,60,47.443999999999875,12.556000000000125,True,False,40,45,32.719999999999914,12.280000000000086,True,False,25,25,25.0,0.0,True,True,98,98,98.0,0.0,True,True,36.0,36.0,36.0,0.0,True,True
Cardiology,coarctation_of_the_aorta,p6,Coarctation of the Aorta.json,1,1200,False,True,sinus,sinus,False,0.84375,False,False,True,True,False,,180,170,187.99999999999983,17.99999999999983,False,False,60,65,49.07999999999987,15.92000000000013,False,False,45,48,36.8099999999999,11.190000000000097,True,False,25,25,25.0,0.0,True,True,98,98,98.0,0.0,True,True,36.0,36.0,36.0,0.0,True,True
Cardiology,coarctation_of_the_aorta,p7,Coarctation of the Aorta.json,1,60,False,True,sinus,sinus,False,0.625,False,False,False,True,False,,190,70,190.39999999999998,120.39999999999998,False,False,65,40,64.35,24.349999999999994,False,False,35,20,34.650000000000006,14.650000000000006,True,False,25,25,12.0,13.0,False,False,98,95,98.638,3.6380000000000052,False,False,36.0,36.0,36.0,0.0,True,True
Cardiology,coarctation_of_the_aorta,p8,Coarctation of the Aorta.json,2,600,False,True,sinus,sinus,False,0.75,False,False,False,True,False,,190,150,193.99999999999991,43.999999999999915,False,False,65,80,58.5,21.5,False,False,35,40,31.5,8.5,True,True,25,20,12.0,8.0,False,True,98,99,98.638,0.36199999999999477,True,True,36.0,36.0,36.0,0.0,True,True
Cardiology,coarctation_of_the_aorta,p9,Coarctation of the Aorta.json,1,600,False,True,sinus,sinus,False,0.78125,False,False,True,True,False,,190,170,190.0,20.0,False,False,65,55,65.0,10.0,True,False,35,40,35.0,5.0,True,True,25,3,25.0,22.0,False,False,98,90,98.0,8.0,False,False,36.0,36.0,36.0,0.0,True,True
Cardiology,coarctation_of_the_aorta,p10,Coarctation of the Aorta.json,0,300,False,False,sinus,bradycardia,False,0.625,False,False,False,False,False,,190,35,191.99999999999994,156.99999999999994,False,False,65,40,61.749999999999986,21.749999999999986,False,False,35,20,33.249999999999986,13.249999999999986,True,False,25,8,25.0,17.0,False,False,98,92,98.0,6.0,False,False,36.0,36.0,36.0,0.0,True,True
Cardiology,coarctation_of_the_aorta,p11,Coarctation of the Aorta.json,1,120,False,True,sinus,sinus,False,0.875,False,False,True,False,False,,70,160,70.14657399526513,89.85342600473487,False,False,40,40,40.0,0.0,True,True,20,20,20.0,0.0,True,True,25,25,25.0,0.0,True,True,95,98,95.0,3.0,True,False,36.0,36.0,36.0,0.0,True,True
Cardiology,coarctation_of_the_aorta,p12,Coarctation of the Aorta.json,0,180,False,False,sinus,bradycardia,False,0.84375,False,False,True,False,False,,70,35,71.2,36.2,False,False,40,40,38.8,1.2000000000000028,True,True,20,20,19.4,0.6000000000000014,True,True,25,8,25.0,17.0,False,False,95,95,95.0,0.0,True,True,36.0,36.0,36.0,0.0,True,True
Cardiology,cocaine_induced_aortic_dissection,p1,Cocaine-induced Aortic Dissection.json,0,120,True,True,sinus,sinus,True,1.0,True,True,True,True,True,,110,110,110.0,0.0,True,True,191,191,191.0,0.0,True,True,100,100,100.0,0.0,True,True,28,28,28.0,0.0,True,True,95,95,94.75,0.25,True,True,37.8,37.8,37.8,0.0,True,True
Cardiology,cocaine_induced_aortic_dissection,p2,Cocaine-induced Aortic Dissection.json,1,180,False,True,sinus,sinus,False,0.78125,False,False,True,False,False,,110,80,110.0,30.0,False,False,191,150,191.0,41.0,False,False,100,80,100.0,20.0,False,False,28,28,28.0,0.0,True,True,95,95,95.0,0.0,True,True,37.8,37.8,37.8,0.0,True,True
Cardiology,cocaine_induced_aortic_dissection,p3,Cocaine-induced Aortic Dissection.json,1,120,False,True,sinus,sinus,False,0.84375,False,False,True,True,False,,110,60,102.0,42.0,False,True,191,100,191.0,91.0,False,False,100,60,100.0,40.0,False,False,28,28,28.0,0.0,True,True,95,95,95.0,0.0,True,True,37.8,37.8,37.8,0.0,True,True
Cardiology,cocaine_induced_aortic_dissection,p4,Cocaine-induced Aortic Dissection.json,0,600,False,True,sinus,sinus,False,0.71875,False,False,True,False,False,,60,130,60.0,70.0,False,False,100,63,100.0,37.0,False,False,60,40,60.0,20.0,False,False,28,28,28.0,0.0,True,True,95,92,95.0,3.0,True,False,37.8,37.8,37.8,0.0,True,True
Cardiology,dysrhythmia_secondary_to_hyperkalemia,p1,Dysrhythmia Secondary to Hyperkalemia.json,1,120,False,False,bradycardia,sinus,False,0.90625,False,False,True,False,False,,50,70,50.0,20.0,False,False,92,92,92.0,0.0,True,True,65,65,65.0,0.0,True,True,20,20,20.0,0.0,True,True,97,97,97.0,0.0,True,True,36.4,36.4,36.4,0.0,True,True
Cardiology,dysrhythmia_secondary_to_hyperkalemia,p2,Dysrhythmia Secondary to Hyperkalemia.json,1,600,False,True,bradycardia,bradycardia,False,0.9375,True,False,False,True,False,,50,50,50.0,0.0,True,True,92,102,92.71891425551344,9.28108574448656,True,False,65,67,65.50792855009102,1.4920714499089769,True,True,20,20,20.0,0.0,True,True,97,97,97.0,0.0,True,True,36.4,36.4,36.4,0.0,True,True
Cardiology,dysrhythmia_secondary_to_hyperkalemia,p3,Dysrhythmia Secondary to Hyperkalemia.json,0,120,True,True,sinus,sinus,True,1.0,True,True,True,True,True,,70,70,70.0,0.0,True,True,102,105,102.0,3.0,True,True,67,70,67.0,3.0,True,True,20,20,20.0,0.0,True,True,97,97,97.0,0.0,True,True,36.4,36.4,36.4,0.0,True,True
Cardiology,dysrhythmia_secondary_to_hyperkalemia,p4,Dysrhythmia Secondary to Hyperkalemia.json,1,600,False,True,sinus,sinus,False,0.90625,False,False,True,False,False,,70,90,70.99648845899016,19.003511541009843,False,False,105,105,105.0,0.0,True,True,70,70,70.0,0.0,True,True,20,20,20.0,0.0,True,True,97,97,97.0,0.0,True,True,36.4,36.4,36.4,0.0,True,True
Cardiology,dysrhythmia_secondary_to_hyperkalemia,p5,Dysrhythmia Secondary to Hyperkalemia.json,0,180,False,False,bradycardia,asystole,False,0.78125,False,False,True,False,False,,50,0,41.0,41.0,False,True,92,0,84.02435944437292,84.02435944437292,False,True,65,0,59.36503656395913,59.36503656395913,False,True,20,0,20.0,20.0,False,False,97,0,95.65,95.65,False,True,36.4,36.4,36.4,0.0,True,True
Cardiology,dysrhythmia_secondary_to_hyperkalemia,p6,Dysrhythmia Secondary to Hyperkalemia.json,1,120,False,False,asystole,sinus,False,0.65625,False,False,True,False,False,,0,70,0.0,70.0,False,False,0,105,0.0,105.0,False,False,0,70,0.0,70.0,False,False,0,16,0.0,16.0,False,False,0,97,0,97,False,False,36.4,36.4,36.4,0.0,True,True
Cardiology,electrical_storm,p1,Electrical Storm.json,2,480,False,,sinus,,False,0.8125,False,False,True,True,False,,0,0,80.0,80.0,False,False,0,0,76.80000000000001,76.80000000000001,False,False,0,0,51.20000000000001,51.20000000000001,False,False,0,0,0.0,0.0,True,True,78,78,78.0,0.0,True,True,35.6,35.6,35.6,0.0,True,True
Cardiology,electrical_storm,p2,Electrical Storm.json,3,240,False,False,asystole,sinus,False,0.6875,False,False,False,True,False,,0,110,0.0,110.0,False,False,0,100,0.0,100.0,False,False,0,60,0.0,60.0,False,False,0,12,12.0,0.0,True,True,78,78,78,0,True,True,35.6,35.6,35.6,0.0,True,True
Cardiology,chronic_digoxin_toxicity,p1,Geriatric Case 2 Chronic Digoxin Toxicity.json,0,300,False,True,bradycardia,bradycardia,False,0.75,False,False,True,False,False,,30,30,30.0,0.0,True,True,130,95,130.0,35.0,False,False,70,50,70.0,20.0,False,False,16,22,16.0,6.0,False,False,98,95,98.0,3.0,True,False,36.8,36.8,36.8,0.0,True,True
Cardiology,chronic_digoxin_toxicity,p2,Geriatric Case 2 Chronic Digoxin Toxicity.json,1,120,True,True,bradycardia,bradycardia,True,1.0,True,True,True,True,True,,30,30,30.977159968434247,0.9771599684342469,True,True,95,95,95.0,0.0,True,True,50,50,50.0,0.0,True,True,22,22,22.0,0.0,True,True,95,95,95.0,0.0,True,True,36.8,36.8,36.8,0.0,True,True
Cardiology,chronic_digoxin_toxicity,p4,Geriatric Case 2 Chronic Digoxin Toxicity.json,0,420,True,True,bradycardia,bradycardia,True,1.0,True,True,True,True,True,,30,30,30.0,0.0,True,True,95,80,82.53085221305297,2.5308522130529667,True,True,50,40,43.43729063844893,3.4372906384489283,True,True,22,22,22.0,0.0,True,True,95,95,95.0,0.0,True,True,36.8,36.8,36.8,0.0,True,True
Cardiology,chronic_digoxin_toxicity,p5,Geriatric Case 2 Chronic Digoxin Toxicity.json,1,120,False,True,bradycardia,bradycardia,False,0.9375,True,False,True,True,False,,30,35,32.17637640824031,2.8236235917596915,True,False,80,85,86.96440450636901,1.9644045063690072,True,False,40,50,46.96440450636901,3.035595493630993,True,True,22,22,22.0,0.0,True,True,95,95,95.0,0.0,True,True,36.8,36.8,36.8,0.0,True,True
Cardiology,chronic_digoxin_toxicity,p6,Geriatric Case 2 Chronic Digoxin Toxicity.json,1,1800,False,True,bradycardia,bradycardia,False,0.75,False,False,True,False,False,,30,50,31.570941184230943,18.429058815769057,False,False,80,135,80.0,55.0,False,False,40,70,40.0,30.0,False,False,22,20,22.0,2.0,True,False,95,96,95.0,1.0,True,True,36.8,36.8,36.8,0.0,True,True
Cardiology,lvad_case,p1,LVAD Case.json,0,300,False,False,sinus,PEA,False,0.8125,False,False,True,True,False,,80,20,50.0,30.0,False,True,70,0,60.18113095814,60.18113095814,False,True,40,0,34.38921769036571,34.38921769036571,False,True,20,0,20.0,20.0,False,False,95,0,91.25,91.25,False,True,37.9,37.9,37.9,0.0,True,True
Cardiology,lvad_case,p5,LVAD Case.json,1,120,False,False,bradycardia,sinus,False,0.65625,False,False,False,False,False,,20,100,20.0,80.0,False,False,0,120,14.4,105.6,False,True,0,70,9.6,60.4,False,True,0,16,0.0,16.0,False,False,0,95,0,95,False,False,37.9,37.9,37.9,0.0,True,True
Cardiology,learner_consultant_communication,p1,Learner-Consultant Communication.json,1,600,False,True,sinus,sinus,False,0.75,False,False,False,False,False,,108,106,108.0,2.0,True,True,88,100,65.49385348058807,34.50614651941193,False,False,52,54,38.70091342034749,15.29908657965251,False,False,28,28,28.0,0.0,True,True,97,97,93.33333333333333,3.6666666666666714,False,False,36.4,36.4,36.4,0.0,True,True
Cardiology,learner_consultant_communication,p2,Learner-Consultant Communication.json,0,300,False,True,sinus,sinus,False,0.96875,True,False,True,True,False,,108,108,108.0,0.0,True,True,88,100,87.99999999999999,12.000000000000014,True,False,52,54,51.999999999999986,2.000000000000014,True,True,28,28,28.0,0.0,True,True,97,97,97.0,0.0,True,True,36.4,36.4,36.4,0.0,True,True
Cardiology,learner_consultant_communication,p3,Learner-Consultant Communication.json,0,300,True,,sinus,,False,0.9375,True,True,False,True,False,,108,106,108.0,2.0,True,True,100,100,100.0,0.0,True,True,54,54,54.0,0.0,True,True,28,28,28.0,0.0,True,True,97,97,97.0,0.0,True,True,36.4,36.4,36.4,0.0,True,True
Cardiology,nightmares_case_1_bradycardia,p1,Nightmares Case 1 Bradycardia.json,0,120,True,True,bradycardia,bradycardia,True,1.0,True,True,True,True,True,,28,25,25.000000000000004,3.552713678800501e-15,True,True,80,75,75.30692404999999,0.3069240499999921,True,True,50,45,47.06682753124999,2.0668275312499915,True,True,18,18,18.0,0.0,True,True,99,99,99.0,0.0,True,True,37.0,37.0,37.0,0.0,True,True
Cardiology,nightmares_case_1_bradycardia,p2,Nightmares Case 1 Bradycardia.json,1,120,True,True,bradycardia,bradycardia,True,1.0,True,True,True,True,True,,25,25,25.977159968434247,0.9771599684342469,True,True,75,75,75.0,0.0,True,True,45,45,45.0,0.0,True,True,18,18,18.0,0.0,True,True,99,99,99.0,0.0,True,True,37.0,37.0,37.0,0.0,True,True
Cardiology,nightmares_case_5_pulmonary_edema,p1,Nightmares Case 5 Pulmonary Edema.json,1,0,False,True,sinus,sinus,False,0.875,False,False,True,True,False,,105,105,105.0,0.0,True,True,180,160,180.0,20.0,False,False,100,100,100.0,0.0,True,True,24,24,24.0,0.0,True,True,83,87,83.8,3.200000000000003,False,False,36.5,36.5,36.5,0.0,True,True
Cardiology,nightmares_case_5_pulmonary_edema,p2,Nightmares Case 5 Pulmonary Edema.json,1,0,False,True,sinus,sinus,False,0.90625,False,False,True,True,False,,105,105,105.0,0.0,True,True,180,160,180.0,20.0,False,False,100,100,100.0,0.0,True,True,24,24,24.0,0.0,True,True,83,89,84.2,4.799999999999997,False,True,36.5,36.5,36.5,0.0,True,True
Cardiology,nightmares_case_5_pulmonary_edema,p3,Nightmares Case 5 Pulmonary Edema.json,1,0,False,True,sinus,sinus,False,0.875,False,False,True,False,False,,105,105,105.0,0.0,True,True,180,160,180.0,20.0,False,False,100,100,100.0,0.0,True,True,24,24,24.0,0.0,True,True,83,95,84.925,10.075000000000003,False,True,36.5,36.5,36.5,0.0,True,True
Cardiology,nightmares_case_6_ventricular_tachycardia,p1,Nightmares Case 6 Ventricular Tachycardia.json,1,0,True,True,VT,VT,True,1.0,True,True,True,True,True,,150,150,150.0,0.0,True,True,122,122,122.0,0.0,True,True,80,80,80.0,0.0,True,True,20,20,20.0,0.0,True,True,92,94,93.88,0.12000000000000455,True,True,37.0,37.0,37.0,0.0,True,True
